"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.4632,12.5328589035614,0.793416613711566,0,0.5034,0.4968,0.5118,1,1,1
"2",2,99.3804,14.2549978391357,0.834449250932248,0,0.5068,0.4968,0.506,1,1,1
"3",3,99.3844,15.9798285714286,0.85653803300778,0.0037,0.4866,0.4938,0.5138,1,1,1
"4",4,99.4592,17.6057776710684,0.860726428924493,0.0068125,0.4856,0.4954,0.5268,1,1,1
"5",5,99.526,19.096962785114,0.88735541604302,0.0100875,0.4884,0.5038,0.522,1,1,1
"6",6,99.3972,21.2135175670268,0.888617932659622,0.00994453125,0.4812,0.5082,0.5264,1,1,1
"7",7,99.34,23.6170468187275,0.897660075568885,0.0116662109375,0.4652,0.5146,0.5366,1,1,1
"8",8,99.3004,26.1222087234894,0.905309184246848,0.01351640625,0.463,0.5256,0.5276,1,1,1
"9",9,99.3708,28.0045091636655,0.920825241137209,0.0157075317382812,0.4622,0.5256,0.5296,1,1,1
"10",10,99.4716,29.8979526210484,0.95189420613083,0.0149673034667969,0.4566,0.5182,0.5292,1,1,1
"11",11,99.4544,33.3756709083633,0.943533386051648,0.0173711097717285,0.461,0.5114,0.5438,1,1,1
"12",12,99.3824,36.6948481792717,0.932946265409699,0.0177599679946899,0.4592,0.5006,0.5412,1,1,1
"13",13,99.1752,40.002906122449,0.934039718186781,0.018823859167099,0.4632,0.51,0.5468,1,1,1
"14",14,99.212,42.1399119647859,0.958055404147315,0.0200249572992325,0.4686,0.5116,0.5398,1,1,1
"15",15,99.1096,45.4133531812725,0.939152937317155,0.0193304206967354,0.4584,0.5132,0.538,1,1,1
"16",16,99.0868,47.6735351740696,0.950850836691869,0.0192788853816688,0.4688,0.515,0.5386,1,1,1
"17",17,99.1284,50.3600574629852,0.954994271440289,0.0205178396416828,0.4684,0.5236,0.5408,1,1,1
"18",18,99.062,52.3366906762705,0.949638817032483,0.0208726931264158,0.4736,0.529,0.5484,1,1,1
"19",19,99.2372,53.3902922769108,0.967455264335927,0.0225370117079234,0.47,0.5278,0.5534,1,1,1
"20",20,99.0784,55.2935708683473,0.955244171700942,0.0219871821079403,0.4774,0.5316,0.5598,1,1,1
"21",21,99.0356,56.0503527811124,0.962041039535311,0.0223452120944799,0.4838,0.5262,0.561,1,1,1
"22",22,99.0988,58.3195663865546,0.943905279641082,0.0222986219303037,0.4782,0.5198,0.5584,1,1,1
"23",23,99.1008,59.1038809123649,0.962276301786466,0.0237260894999837,0.4808,0.5176,0.5506,1,1,1
"24",24,99.1168,60.5321706282513,0.962167657862793,0.024014287282966,0.4818,0.506,0.5452,1,1,1
"25",25,99.1188,62.3896424169668,0.959050182068293,0.0244844785487348,0.4746,0.5174,0.5362,1,1,1
"26",26,99.2328,61.8945619847939,0.963847095519883,0.0246755665368905,0.4752,0.5216,0.5394,1,1,1
"27",27,99.2552,63.0272838735494,0.968108498250912,0.0258024871915373,0.4786,0.5206,0.5304,1,1,1
"28",28,99.2072,62.9566508203281,0.974443279856257,0.0262007808959804,0.469,0.5184,0.5406,1,1,1
"29",29,99.15,64.5701280512205,0.959251624698075,0.0260276394412565,0.4734,0.5196,0.5508,1,1,1
"30",30,99.1124,65.8461046818727,0.957465219949405,0.0264352434337329,0.4608,0.5152,0.549,1,1,1
"31",31,99.0988,65.355980952381,0.960220588060795,0.0277985194060749,0.458,0.5168,0.5504,1,1,1
"32",32,99.1904,66.4319206082433,0.962078186743822,0.0278485432494695,0.4574,0.5168,0.5464,1,1,1
"33",33,99.1304,65.682868987595,0.987276586772245,0.0272694656569778,0.4586,0.5138,0.5388,1,1,1
"34",34,99.1884,67.1205536614646,0.97560919330259,0.0294187248672543,0.4532,0.52,0.5388,1,1,1
"35",35,99.2508,68.0775303721489,0.963141976690931,0.0282397256109304,0.4528,0.5264,0.5396,1,1,1
"36",36,99.1852,69.1097448579432,0.953240993613232,0.0288970353151779,0.458,0.5302,0.5352,1,1,1
"37",37,99.1588,68.3489221288515,0.972022552049035,0.0294016769598435,0.4622,0.5286,0.5374,1,1,1
"38",38,99.3008,68.9643050820328,0.966714581991968,0.0297278791848025,0.4672,0.5166,0.5392,1,1,1
"39",39,99.3284,70.4471322929172,0.956387062147739,0.029663559462146,0.4768,0.5142,0.5304,1,1,1
"40",40,99.2604,69.9653779911965,0.97152470534566,0.0309122038740277,0.4774,0.5202,0.5344,1,1,1
"41",41,99.3532,71.2609541416567,0.963091591980088,0.0321810039197474,0.473,0.518,0.5344,1,1,1
"42",42,99.2432,71.0764843537415,0.972326695863597,0.0313130816442316,0.465,0.514,0.5232,1,1,1
"43",43,99.362,71.2522569027611,0.965363936156358,0.0316214681165179,0.4644,0.5044,0.5374,1,1,1
"44",44,99.386,71.4928011204482,0.966096013047315,0.0323485660334615,0.4626,0.4986,0.5416,1,1,1
"45",45,99.4172,71.3492838735494,0.973279975939051,0.0321884964186831,0.4632,0.506,0.5418,1,1,1
"46",46,99.484,72.0585674269708,0.971534106243665,0.0328921716442167,0.4716,0.5064,0.531,1,1,1
"47",47,99.4172,72.3808965186074,0.969547630190453,0.0345909682596909,0.4822,0.5058,0.531,1,1,1
"48",48,99.4488,72.397137414966,0.968740930544155,0.0331564075255144,0.4814,0.5104,0.5276,1,1,1
"49",49,99.5436,72.9892947579032,0.957948480328708,0.0355541737071006,0.489,0.523,0.5312,1,1,1
"50",50,99.5444,71.913594077631,0.961887535216638,0.0352103747399888,0.4816,0.5266,0.5164,1,1,1
"51",51,99.6376,71.9094300120048,0.970273352880932,0.0363140459951358,0.492,0.5254,0.525,1,1,1
"52",52,99.6152,72.1872038415366,0.968183094687896,0.0362926846616129,0.4898,0.5254,0.514,1,1,1
"53",53,99.528,71.6058583433373,0.976005808328729,0.0356520331963208,0.492,0.5318,0.5192,1,1,1
"54",54,99.5404,72.5942055222089,0.967477899517803,0.0367944114271651,0.489,0.5184,0.5162,1,1,1
"55",55,99.518,72.5715046018407,0.973627864590671,0.0360471530659709,0.4946,0.518,0.513,1,1,1
"56",56,99.5784,74.3567961584634,0.959985050632999,0.0368960450623712,0.5012,0.5244,0.511,1,1,1
"57",57,99.5184,74.268969027611,0.960706272888266,0.0366773288618562,0.502,0.5226,0.5112,1,1,1
"58",58,99.56,73.8343337334934,0.968660284425945,0.037760790382824,0.4914,0.5244,0.5192,1,1,1
"59",59,99.5652,74.0409653461384,0.971601045116257,0.0378295487154849,0.4864,0.5186,0.5236,1,1,1
"60",60,99.54,74.0180072028812,0.969316842099572,0.0387169114396487,0.4818,0.5254,0.5286,1,1,1
"61",61,99.5616,73.8093291716687,0.973771467836497,0.0385857892282536,0.483,0.532,0.527,1,1,1
"62",62,99.48,73.4893957583033,0.974481555132045,0.0386946114614039,0.4866,0.5308,0.5278,1,1,1
"63",63,99.5068,72.6958320928371,0.980342898422053,0.0398398927674399,0.4972,0.5324,0.5278,1,1,1
"64",64,99.4592,73.4785267707083,0.966415419488473,0.0397919806958409,0.5026,0.5298,0.5364,1,1,1
"65",65,99.5732,73.8133671068427,0.963147246129516,0.0397690937897901,0.5012,0.5344,0.5254,1,1,1
"66",66,99.4952,73.0984163265306,0.965957844011823,0.0399184840721805,0.496,0.5244,0.5358,1,1,1
"67",67,99.5084,73.911494037615,0.960602603342082,0.0403324513831095,0.4946,0.5334,0.5364,1,1,1
"68",68,99.4348,73.7384443377351,0.960484505055409,0.0410653864580688,0.5026,0.5304,0.5494,1,1,1
"69",69,99.452,73.8012164865946,0.96238358733138,0.0410177991787292,0.5026,0.5104,0.552,1,1,1
"70",70,99.5092,71.8450533813525,0.97732625529676,0.0418543693986267,0.4888,0.5198,0.538,1,1,1
"71",71,99.4128,72.2841098039216,0.972290674907774,0.041958528074401,0.4896,0.5116,0.5268,1,1,1
"72",72,99.4932,73.4273246898759,0.959481789237281,0.0419637074031929,0.4886,0.506,0.5252,1,1,1
"73",73,99.506,73.3633093237295,0.962826372784103,0.0430339175647847,0.4984,0.5072,0.534,1,1,1
"74",74,99.5748,72.5574279311725,0.977830639997022,0.0433978103077369,0.4932,0.4996,0.5272,1,1,1
"75",75,99.6184,74.3697293317327,0.961644051763702,0.0438850562395154,0.4848,0.5008,0.529,1,1,1
"76",76,99.5596,74.5466665066026,0.968969347643839,0.0430291601204834,0.4956,0.4934,0.5258,1,1,1
"77",77,99.5196,74.0608401760704,0.973470125301673,0.0437321364047665,0.4968,0.4972,0.5272,1,1,1
"78",78,99.5716,73.7751835134054,0.971874417803133,0.0445214914206912,0.4882,0.5094,0.521,1,1,1
"79",79,99.5356,73.5677597438976,0.969966960077652,0.0445607760954584,0.49,0.5182,0.52,1,1,1
"80",80,99.5848,73.5162154461785,0.97121778738343,0.0445598354303682,0.4986,0.5226,0.5264,1,1,1
"81",81,99.57,74.1803721488595,0.965962560029777,0.0450844169045355,0.4918,0.525,0.5242,1,1,1
"82",82,99.5452,72.7154431372549,0.98231446926543,0.0451005985269397,0.5018,0.5188,0.5112,1,1,1
"83",83,99.388,73.89181272509,0.966735997882328,0.0454577660100173,0.5004,0.533,0.5062,1,1,1
"84",84,99.4308,73.1232606642657,0.976734892936378,0.0466923567099075,0.5162,0.5282,0.4978,1,1,1
"85",85,99.4364,73.8763055622249,0.969863829510253,0.0459901184869758,0.5234,0.5282,0.499,1,1,1
"86",86,99.4664,74.478662505002,0.957723374498064,0.0451835310225719,0.5332,0.534,0.5026,1,1,1
"87",87,99.4228,73.6318929171669,0.972949481624904,0.0459566592580464,0.5302,0.5304,0.5118,1,1,1
"88",88,99.42,73.6834733893557,0.971647758438103,0.0466494747106959,0.5352,0.5218,0.5068,1,1,1
"89",89,99.388,73.344393757503,0.971872355386321,0.0473565191036187,0.5346,0.5182,0.514,1,1,1
"90",90,99.2068,73.6134791516607,0.968731227653209,0.0476994723042591,0.5476,0.5084,0.5202,1,1,1
"91",91,99.2704,73.5571066826731,0.97250646430807,0.0471569754793693,0.55,0.5034,0.525,1,1,1
"92",92,99.326,73.8244537815126,0.965526450572671,0.0488102334217335,0.5544,0.5004,0.5214,1,1,1
"93",93,99.2948,73.798212244898,0.964027599601922,0.0485149655580872,0.5644,0.5064,0.5266,1,1,1
"94",94,99.3344,73.8569194077631,0.968421799797003,0.0479290571782375,0.571,0.4942,0.5202,1,1,1
"95",95,99.3684,74.1815540616247,0.961791590651783,0.0496725156260241,0.5568,0.5016,0.5258,1,1,1
"96",96,99.4176,73.7943279711885,0.96349565610975,0.048529212469374,0.552,0.5038,0.5286,1,1,1
"97",97,99.3304,74.4238053621449,0.96107613134166,0.0495924000331767,0.549,0.5054,0.533,1,1,1
"98",98,99.3308,73.337106202481,0.971567170555981,0.0485493322709308,0.5568,0.5042,0.5294,1,1,1
"99",99,99.336,74.3136294517807,0.960677349429561,0.0499519998450717,0.5442,0.5018,0.5218,1,1,1
"100",100,99.4232,73.7512022408964,0.962859084168813,0.0501385642773931,0.5348,0.5082,0.5246,1,1,1
"101",101,99.4472,72.6970909963986,0.970333079219873,0.0504310536728375,0.5448,0.4978,0.5332,1,1,1
"102",102,99.4748,72.447143817527,0.974027221470761,0.0496817261688256,0.5502,0.5044,0.534,1,1,1
"103",103,99.4264,73.8269138055222,0.961718083167411,0.0496169172599563,0.5354,0.5188,0.542,1,1,1
"104",104,99.4728,72.661524769908,0.975201804867517,0.0507981168467618,0.5358,0.5218,0.5452,1,1,1
"105",105,99.3652,72.7913454981993,0.968617680455401,0.0509417885577855,0.5392,0.5302,0.5352,1,1,1
"106",106,99.4524,73.3178613845538,0.967511873109608,0.0513966858409396,0.529,0.527,0.5218,1,1,1
