"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.51,12.0955382152861,0.812508179013622,0,0.4882,0.4912,0.5028,1,1,1
"2",2,99.5412,12.5517232492997,0.81835613707256,0,0.4816,0.4906,0.4974,1,1,1
"3",3,99.4744,11.8868993997599,0.83149972495201,0.00375,0.4882,0.4972,0.5022,1,1,1
"4",4,99.3208,12.7942050420168,0.791269396724177,0.0053125,0.4748,0.497,0.5132,1,1,1
"5",5,99.3916,12.2583527811124,0.789987691825005,0.00698125,0.4706,0.4856,0.515,1,1,1
"6",6,99.2664,12.8157573429372,0.801993104626952,0.0081140625,0.4678,0.4838,0.5256,1,1,1
"7",7,99.1028,12.967018967587,0.79578162351394,0.009237890625,0.4638,0.4826,0.5306,1,1,1
"8",8,99.148,12.5967346938776,0.814830345332352,0.009491064453125,0.4612,0.4824,0.5218,1,1,1
"9",9,99.0444,12.3401647058824,0.775581570411815,0.0116929565429688,0.4538,0.474,0.5098,1,1,1
"10",10,99.0324,12.0345640656263,0.796074383003982,0.0117499359130859,0.4552,0.4744,0.4968,1,1,1
"11",11,99.0656,12.2357909563826,0.82385827765445,0.0122922386169434,0.461,0.4688,0.4894,1,1,1
"12",12,98.9752,12.3531262104842,0.78627393673248,0.0129859674453735,0.464,0.455,0.4942,1,1,1
"13",13,98.9332,12.6145835934374,0.807942878946579,0.0143731945514679,0.4724,0.4586,0.4934,1,1,1
"14",14,98.8932,12.952574789916,0.804538577654257,0.0142337508916855,0.4698,0.457,0.4886,1,1,1
"15",15,98.8424,12.5753923969588,0.814157552869375,0.0136987027645111,0.474,0.455,0.4814,1,1,1
"16",16,98.8304,11.8607801520608,0.828666860710165,0.0149653328999877,0.4754,0.458,0.4728,1,1,1
"17",17,98.9212,12.5143963185274,0.792747377454973,0.0154718196988106,0.4884,0.4496,0.4764,1,1,1
"18",18,98.8764,12.4789146058423,0.821157748621159,0.0152304590265267,0.4944,0.4474,0.4866,1,1,1
"19",19,98.8504,12.2289114045618,0.813670878335224,0.0165301765748882,0.4944,0.4442,0.4804,1,1,1
"20",20,98.6948,12.6315055622249,0.811934299559613,0.0170671028321522,0.505,0.4438,0.475,1,1,1
"21",21,98.732,12.4691636654662,0.827143955605248,0.0161956802674948,0.5072,0.4564,0.475,1,1,1
"22",22,98.6404,12.3656340936375,0.829877648621211,0.0173541973658446,0.5044,0.4476,0.4716,1,1,1
