"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.5604,12.2960702681072,0.826671086019225,0,0.5052,0.5048,0.493,1,1,1
"2",2,99.5248,14.3247148459384,0.830661963346318,0,0.504,0.506,0.4964,1,1,1
"3",3,99.608,15.7398319327731,0.855540125245844,0.0042,0.5112,0.5008,0.4936,1,1,1
"4",4,99.642,18.3875910364146,0.850065637894965,0.0066125,0.5122,0.5046,0.4806,1,1,1
"5",5,99.8208,19.5124923569428,0.873179924684525,0.008278125,0.5114,0.5038,0.4902,1,1,1
"6",6,99.7164,20.4841647058824,0.884495097430065,0.010346875,0.5204,0.4984,0.4998,1,1,1
"7",7,99.7632,22.2448236894758,0.900293705603737,0.0121314453125,0.5314,0.4976,0.5,1,1,1
"8",8,99.652,24.3118207282913,0.900212696057163,0.013228759765625,0.5294,0.5016,0.4988,1,1,1
"9",9,99.5816,24.9285128451381,0.911625081054503,0.0147406005859375,0.533,0.4966,0.5038,1,1,1
"10",10,99.442,26.6308883553421,0.90785758022581,0.0164991638183594,0.5282,0.4906,0.4982,1,1,1
"11",11,99.4932,28.2924707482993,0.917807534313268,0.0175986259460449,0.5294,0.4864,0.4954,1,1,1
"12",12,99.4884,30.539681312525,0.923384952982851,0.0191337558746338,0.5318,0.4824,0.4914,1,1,1
"13",13,99.7864,32.1664416166467,0.94580127162121,0.0190829309940338,0.5392,0.4874,0.4948,1,1,1
"14",14,99.678,35.30443777511,0.941919427414591,0.0195541004180908,0.5598,0.4852,0.4916,1,1,1
"15",15,99.6084,38.9762399359744,0.931496324667015,0.0211420445144176,0.558,0.478,0.5006,1,1,1
"16",16,99.6048,40.9826100040016,0.955624875936799,0.0221747301839292,0.5666,0.474,0.4964,1,1,1
"17",17,99.6372,43.5934135254102,0.94904908172687,0.0227264244290069,0.566,0.4732,0.4878,1,1,1
"18",18,99.78,46.1524609843938,0.941782612389994,0.0244088622132316,0.573,0.4784,0.476,1,1,1
"19",19,99.8276,46.3476172869148,0.975120582498341,0.0233490364736295,0.5604,0.4734,0.4848,1,1,1
"20",20,99.8544,49.014406402561,0.965504623798384,0.0235909901423525,0.5572,0.4732,0.4806,1,1,1
"21",21,99.8868,51.6074287314926,0.950716337090121,0.0250569347927842,0.5584,0.4764,0.4792,1,1,1
"22",22,99.97,52.7758103241297,0.958647676131226,0.026369066424401,0.5486,0.489,0.4708,1,1,1
"23",23,99.9656,54.5742463385354,0.958236306650997,0.0268037518393,0.548,0.4882,0.4752,1,1,1
"24",24,99.9528,55.226262665066,0.96417175147075,0.0262556932420337,0.5498,0.4828,0.4802,1,1,1
