"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.565625,11.6354655253283,0.794052843346964,0,0.5071875,0.505625,0.5009375,1,1,1
"2",2,99.5925,14.3541651031895,0.788929306026278,0,0.513125,0.5028125,0.500625,1,1,1
"3",3,99.711875,15.9863504534084,0.827907269919013,0.005,0.5265625,0.51625,0.5015625,1,1,1
"4",4,99.53875,17.688303627267,0.881202965782553,0.00720703125,0.5209375,0.5225,0.510625,1,1,1
"5",5,99.651875,19.5766694027517,0.860604935003331,0.00830078125,0.5221875,0.5271875,0.5128125,1,1,1
"6",6,99.62,21.3852157598499,0.898463911055898,0.011092529296875,0.5315625,0.5434375,0.510625,1,1,1
"7",7,99.63625,22.5230128205128,0.899503801233385,0.010927734375,0.5296875,0.540625,0.503125,1,1,1
"8",8,99.6275,24.5828580362727,0.912749799722652,0.0147257232666016,0.533125,0.5509375,0.5,1,1,1
"9",9,99.555625,26.470950203252,0.915150963083167,0.0164518928527832,0.5371875,0.5546875,0.5,1,1,1
"10",10,99.524375,28.976266025641,0.918825289383406,0.0154262256622314,0.555625,0.546875,0.4946875,1,1,1
"11",11,99.354375,30.4815943558474,0.941559544097387,0.0177287662029266,0.559375,0.5415625,0.486875,1,1,1
"12",12,99.109375,33.5421259380863,0.924187641493961,0.0187471491098404,0.5703125,0.5415625,0.505625,1,1,1
"13",13,99.04,37.4930831769856,0.934750524758038,0.0187468190491199,0.5715625,0.540625,0.49,1,1,1
"14",14,98.713125,40.4786268761726,0.941609649522904,0.0196862069517374,0.5771875,0.5390625,0.48375,1,1,1
"15",15,98.728125,42.9285393214509,0.955905976028508,0.0200257942033932,0.5821875,0.5528125,0.4771875,1,1,1
"16",16,98.6775,47.0891744840525,0.94336255284008,0.021280299606733,0.595625,0.5465625,0.485625,1,1,1
"17",17,98.581875,50.2972322545341,0.954836375713639,0.0224025946963229,0.6040625,0.5403125,0.4865625,1,1,1
"18",18,98.675,52.5409631019387,0.957813403877971,0.0225994130485924,0.59875,0.539375,0.4759375,1,1,1
"19",19,98.700625,54.8640396341463,0.950241179445246,0.0231343456619834,0.593125,0.54375,0.4803125,1,1,1
"20",20,98.67375,58.4250766103815,0.941738293719187,0.0271198973273385,0.59875,0.544375,0.4709375,1,1,1
"21",21,98.62,59.3039149468418,0.940812190963414,0.0254749349110011,0.6009375,0.544375,0.494375,1,1,1
"22",22,98.598125,60.2054999218261,0.958592057971969,0.0268229127332182,0.5996875,0.550625,0.495,1,1,1
"23",23,98.804375,60.8691490775485,0.970977102965112,0.0272750059970167,0.5940625,0.5465625,0.495,1,1,1
"24",24,98.8825,62.7479111944966,0.970390543934748,0.0286691761948827,0.595,0.53875,0.4803125,1,1,1
"25",25,98.89125,64.193294246404,0.951589617144573,0.0284940560493159,0.59,0.54875,0.48625,1,1,1
"26",26,98.921875,64.5848870387742,0.95234418950461,0.0293471887991944,0.5896875,0.5646875,0.47875,1,1,1
"27",27,98.988125,64.824749452783,0.957267796860226,0.0288249173152567,0.5940625,0.5490625,0.483125,1,1,1
"28",28,98.943125,65.1843804721701,0.974244925662142,0.0297061754527799,0.595,0.559375,0.5009375,1,1,1
"29",29,98.873125,66.3147244371482,0.970168459265,0.0305281884167706,0.5990625,0.551875,0.49,1,1,1
"30",30,98.91625,66.9535819262039,0.958045663280622,0.0314232283929826,0.5965625,0.5559375,0.4690625,1,1,1
"31",31,98.878125,65.4566819105691,0.967090081099338,0.0317492710388515,0.601875,0.554375,0.46625,1,1,1
"32",32,98.866875,65.7189770950594,0.980862243128279,0.0318607682389291,0.61,0.5546875,0.46,1,1,1
"33",33,98.881875,67.9028607723577,0.956822822194677,0.0340277485233055,0.6065625,0.5459375,0.44875,1,1,1
"34",34,98.88875,66.7268277048155,0.970541710261043,0.0338644050687571,0.6115625,0.536875,0.4334375,1,1,1
"35",35,99.0725,67.7045590994371,0.969556138167529,0.0354214372330379,0.6165625,0.5365625,0.4353125,1,1,1
"36",36,98.941875,68.2036237492183,0.968236193042288,0.0342881342223805,0.60875,0.541875,0.431875,1,1,1
"37",37,99.03875,67.7370841150719,0.965267800615719,0.0355405342113222,0.6053125,0.5396875,0.421875,1,1,1
"38",38,99.099375,69.0313942307692,0.966045831208382,0.0371123885248231,0.604375,0.544375,0.4140625,1,1,1
"39",39,99.106875,71.7778138680425,0.946223421909601,0.0367181090985541,0.5934375,0.5221875,0.4275,1,1,1
"40",40,99.0425,69.7467854909318,0.972028608624551,0.0369300060798051,0.6071875,0.5115625,0.441875,1,1,1
"41",41,99.1725,71.8051219512195,0.957043654655925,0.0385190623306143,0.5971875,0.50875,0.440625,1,1,1
"42",42,99.3125,70.4188555347092,0.969690407838383,0.0384198620121711,0.59375,0.50625,0.435625,1,1,1
"43",43,99.275,70.5247029393371,0.95881660740097,0.0379042880276133,0.5915625,0.5115625,0.435,1,1,1
"44",44,99.2425,69.5108880550344,0.974908097687127,0.0394610035684556,0.5884375,0.5171875,0.4353125,1,1,1
"45",45,99.261875,70.0245618355222,0.965879238779339,0.0401607364610725,0.576875,0.5053125,0.4246875,1,1,1
"46",46,99.205,70.4557598499062,0.970547674233233,0.0404147952499937,0.560625,0.5028125,0.42,1,1,1
"47",47,99.198125,70.9056875390869,0.97281766223224,0.0401614270000351,0.56875,0.5134375,0.41625,1,1,1
"48",48,99.115625,69.8083861006879,0.984411009599644,0.0422832599566508,0.555625,0.523125,0.42125,1,1,1
"49",49,99.15,70.2664165103189,0.971186207234149,0.043164388508694,0.5509375,0.5196875,0.416875,1,1,1
"50",50,99.289375,71.7754967948718,0.947714619261554,0.0424726695650851,0.560625,0.5159375,0.410625,1,1,1
"51",51,99.329375,72.0271540806754,0.952792264743243,0.0429158287120821,0.575,0.5246875,0.39875,1,1,1
"52",52,99.36375,72.2328314571607,0.963561825457636,0.0446330813237481,0.57625,0.5225,0.3865625,1,1,1
"53",53,99.2,71.8811757348343,0.967234509039656,0.045131870264745,0.5846875,0.521875,0.368125,1,1,1
"54",54,99.239375,73.0652403846154,0.961770680166129,0.0459364560660557,0.5934375,0.5346875,0.370625,1,1,1
"55",55,99.325625,71.6919007973733,0.977351232502405,0.0456111527122589,0.5853125,0.5428125,0.3759375,1,1,1
"56",56,99.329375,73.0327825984991,0.964835054866875,0.0453940721706347,0.5840625,0.5434375,0.391875,1,1,1
"57",57,99.20375,73.3705925578487,0.959783886027036,0.0468088610504075,0.58375,0.5359375,0.3884375,1,1,1
"58",58,99.31875,73.5130941213258,0.957621704854264,0.046640135961401,0.5903125,0.540625,0.3821875,1,1,1
"59",59,99.214375,73.2479483270794,0.956569939379837,0.0476822240735985,0.60125,0.54375,0.3828125,1,1,1
