"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.5308,12.3283827130852,0.807366341566832,0,0.4984,0.5082,0.497,1,1,1
"2",2,99.4896,12.989487635054,0.789736482078332,0,0.5092,0.5094,0.4968,1,1,1
"3",3,99.5916,12.2593131652661,0.829979462478283,0.00015,0.5014,0.5042,0.4962,1,1,1
"4",4,99.7456,11.6335340536214,0.827702515656743,0.0002625,0.5026,0.511,0.502,1,1,1
"5",5,99.8272,11.6740097639056,0.804950040979866,0.000728125,0.5004,0.5108,0.5058,1,1,1
"6",6,99.9524,12.1694020008003,0.808987764417686,0.00070625,0.4956,0.5192,0.5034,1,1,1
"7",7,99.8852,11.6230701880752,0.789942856399997,0.00114921875,0.495,0.5306,0.504,1,1,1
"8",8,99.9372,11.6651222088836,0.807982716175316,0.001319873046875,0.5034,0.537,0.4998,1,1,1
"9",9,100.0276,12.3245680672269,0.804031089796026,0.001474755859375,0.4922,0.5466,0.499,1,1,1
"10",10,100.0124,13.1318989995998,0.803279860461906,0.00150069580078125,0.4668,0.548,0.5198,1,1,1
"11",11,100.0188,12.6427036414566,0.778339298642326,0.00182311782836914,0.4792,0.5522,0.53,1,1,1
"12",12,99.9348,12.1378040816327,0.801577868007449,0.00209043006896973,0.4862,0.5546,0.5282,1,1,1
"13",13,100.018,12.8996358543417,0.787776024399906,0.00224856696128845,0.493,0.5486,0.5264,1,1,1
"14",14,100.0056,12.3721174869948,0.806280122011824,0.00251367800235748,0.4906,0.5458,0.5412,1,1,1
"15",15,100.0684,11.9140870748299,0.798475047290352,0.00258449246585369,0.4842,0.5494,0.529,1,1,1
"16",16,100.1464,11.550387194878,0.806142383416737,0.00275170981958508,0.4904,0.5564,0.5256,1,1,1
"17",17,100.056,12.0552861144458,0.815128061458878,0.00322232247199863,0.4892,0.5472,0.521,1,1,1
"18",18,100.0756,12.0603087635054,0.790891353165873,0.00323248843909241,0.497,0.547,0.5214,1,1,1
"19",19,100.062,12.0397719087635,0.80074896493182,0.00350163070901763,0.4946,0.555,0.5274,1,1,1
"20",20,100.0416,12.4704576230492,0.803472720237963,0.00353377881958149,0.4892,0.547,0.527,1,1,1
"21",21,99.9508,12.0115839935974,0.79911179778688,0.00374623965520877,0.49,0.5496,0.5242,1,1,1
"22",22,99.9884,12.1595292517007,0.779434778091268,0.00395574637459413,0.4806,0.547,0.5294,1,1,1
"23",23,99.9668,11.9480769907963,0.785088409283702,0.00409602610251618,0.4744,0.5394,0.5216,1,1,1
"24",24,99.9744,11.7832579431773,0.78797646769372,0.00437223452009009,0.4656,0.5308,0.5328,1,1,1
"25",25,99.9228,12.5682674669868,0.799406308571275,0.00437660731027931,0.4714,0.534,0.5376,1,1,1
"26",26,100.0236,12.9266136854742,0.791426106847583,0.00478948774125215,0.4782,0.5208,0.5356,1,1,1
"27",27,100.0292,12.4701354141657,0.813465502424674,0.00501416356495946,0.4738,0.5184,0.5324,1,1,1
"28",28,100.062,12.1430132052821,0.836379245743752,0.00524530373894823,0.4746,0.526,0.5228,1,1,1
"29",29,100.1724,12.2195660664266,0.815245563111943,0.00566313295405736,0.4728,0.5196,0.526,1,1,1
"30",30,100.2516,12.2980166466587,0.810738888928875,0.00578963579447628,0.466,0.5288,0.5308,1,1,1
"31",31,100.2368,12.5065283713485,0.805509666045755,0.00566528832176071,0.4756,0.5368,0.5246,1,1,1
"32",32,100.1624,11.6198741896759,0.8093794787763,0.00606374774197092,0.4768,0.5404,0.5226,1,1,1
"33",33,100.1156,11.9646224889956,0.821607690454207,0.00606856857189652,0.4856,0.5382,0.5288,1,1,1
"34",34,100.0328,12.3518649059624,0.776322902432082,0.006144525444258,0.4918,0.5396,0.5264,1,1,1
"35",35,100.1592,12.0098593037215,0.816482485591803,0.00646785238350137,0.482,0.54,0.5256,1,1,1
"36",36,100.0992,12.5623843137255,0.790104406154384,0.00693183205939834,0.4892,0.5362,0.5222,1,1,1
"37",37,100.15,12.5213085234094,0.802050446218132,0.00700548630920143,0.4876,0.5342,0.523,1,1,1
"38",38,99.9868,12.5308380952381,0.802116168028191,0.00710872415205251,0.4768,0.5338,0.5174,1,1,1
"39",39,100.032,13.1954541816727,0.802935469549458,0.00738848945297602,0.478,0.5364,0.5212,1,1,1
"40",40,100.0088,12.7690301720688,0.800119376468545,0.00770193316172664,0.4866,0.5538,0.5182,1,1,1
"41",41,100.0272,12.1985395758303,0.821119213478228,0.00782793248708447,0.4896,0.5552,0.523,1,1,1
"42",42,100.112,11.9474349739896,0.817456003086751,0.00795485246953259,0.4844,0.5666,0.51,1,1,1
"43",43,100.2228,12.00516222489,0.834876275913372,0.0080501664406638,0.4848,0.5704,0.5078,1,1,1
"44",44,100.1404,13.1187353341337,0.80666692866663,0.00852207003819227,0.4798,0.557,0.4952,1,1,1
"45",45,100.0812,12.373956142457,0.830931392116587,0.00867296172251372,0.4886,0.5528,0.4944,1,1,1
"46",46,100.1924,11.7240718687475,0.797824988427035,0.00874328928164668,0.4878,0.5622,0.4878,1,1,1
"47",47,100.074,12.0941616646659,0.781038264835983,0.00905723480148007,0.4908,0.5628,0.4874,1,1,1
"48",48,100.0888,11.7079977591036,0.798825128733445,0.00899889417200046,0.4882,0.557,0.477,1,1,1
"49",49,100.0692,11.9267820728291,0.819061792942294,0.00941459637557462,0.472,0.5514,0.4686,1,1,1
"50",50,100.042,12.6068787515006,0.842599303783988,0.00938315255172672,0.4642,0.5524,0.4658,1,1,1
"51",51,100.1764,12.7311755102041,0.824556568350036,0.00962768215311365,0.4686,0.5534,0.4528,1,1,1
"52",52,99.9772,11.9518609043617,0.826266705152835,0.00997774674800963,0.4654,0.555,0.4584,1,1,1
"53",53,99.966,12.4082072829132,0.813566566940068,0.00995486384811923,0.464,0.5574,0.4508,1,1,1
"54",54,99.804,12.445762304922,0.831395834860568,0.0104479438291375,0.4664,0.5628,0.4522,1,1,1
"55",55,99.868,11.6720448179272,0.828980308854365,0.0105499885736533,0.4714,0.5636,0.4644,1,1,1
"56",56,99.9572,11.8633134853942,0.834378561264685,0.0107108370066035,0.4852,0.554,0.451,1,1,1
"57",57,100.0348,12.1848629051621,0.809951262878649,0.010933628675881,0.4922,0.5528,0.4392,1,1,1
"58",58,99.9124,12.4641118847539,0.808793795478872,0.0112892315104048,0.4996,0.5554,0.4442,1,1,1
"59",59,99.9148,12.2908573029212,0.81905781842533,0.0114036563161721,0.4964,0.5468,0.4442,1,1,1
"60",60,99.9472,12.6806844337735,0.802565975638055,0.0115878344605028,0.5096,0.5504,0.4464,1,1,1
"61",61,99.9296,13.2931611044418,0.801546036230359,0.0117321878075442,0.509,0.558,0.448,1,1,1
"62",62,99.8996,13.0363343737495,0.798591001216669,0.0119762851779064,0.5174,0.5654,0.4468,1,1,1
"63",63,99.9088,12.3726316126451,0.813757030969592,0.0122803400871834,0.5144,0.5554,0.4356,1,1,1
"64",64,99.8848,11.693006162465,0.817254972262519,0.0124288944897679,0.5352,0.5714,0.4336,1,1,1
"65",65,99.8664,12.3462895558223,0.801761632736119,0.0126467724432582,0.5222,0.5582,0.443,1,1,1
"66",66,99.9468,12.1432270508203,0.789483229583212,0.0127988370447492,0.514,0.5596,0.4546,1,1,1
"67",67,99.8708,12.0253174869948,0.812844225902957,0.0131821118277598,0.5216,0.5566,0.432,1,1,1
"68",68,99.9244,11.9178517807123,0.807245019288304,0.0130263269178788,0.5334,0.5542,0.4386,1,1,1
"69",69,99.84,12.4713885554222,0.803620560867612,0.0135538835658184,0.5306,0.5504,0.4332,1,1,1
"70",70,99.8764,12.1956012805122,0.813746962132609,0.0134993190661054,0.522,0.554,0.4338,1,1,1
"71",71,99.854,12.4768747499,0.790999326164355,0.0136547141537847,0.527,0.5442,0.4382,1,1,1
"72",72,99.816,12.5031452581032,0.796286629438739,0.0140684259040253,0.5218,0.5402,0.4516,1,1,1
"73",73,99.7632,11.6101698279312,0.83728937067992,0.0141769853599714,0.51,0.5406,0.4524,1,1,1
"74",74,99.7656,12.0914932372949,0.79848852560769,0.0143586465419229,0.5046,0.5502,0.4546,1,1,1
"75",75,99.684,11.7192316926771,0.795637614234067,0.0144006661691418,0.492,0.5592,0.4612,1,1,1
"76",76,99.8128,12.2858705082033,0.800760008575749,0.0148854936092157,0.4854,0.5608,0.4558,1,1,1
"77",77,99.7564,11.7809714285714,0.803284286450275,0.0148893616355358,0.4848,0.562,0.4656,1,1,1
"78",78,99.8088,11.7417392557023,0.782251490787812,0.0151027645088552,0.4858,0.5632,0.465,1,1,1
"79",79,99.8772,11.9060825930372,0.796526841775173,0.0153156467712767,0.493,0.5686,0.4614,1,1,1
"80",80,99.8496,11.6620446578631,0.82698652118382,0.0155481524069685,0.4988,0.5534,0.461,1,1,1
"81",81,99.8908,11.6875503801521,0.787559489978159,0.0159069648731012,0.498,0.548,0.459,1,1,1
"82",82,99.9752,12.5011854341737,0.797428350484339,0.0159343471056914,0.4926,0.5568,0.473,1,1,1
"83",83,99.9456,12.195518847539,0.816378424555053,0.0158755467482239,0.4836,0.5626,0.4692,1,1,1
"84",84,100.0024,11.8839478191277,0.813030281757561,0.0163341813074226,0.4826,0.551,0.4598,1,1,1
"85",85,99.8796,12.1067465386154,0.799525110092099,0.0166227952603778,0.4756,0.5506,0.4646,1,1,1
"86",86,99.9584,12.2247593437375,0.799255622816212,0.0167660753261683,0.4728,0.5588,0.4706,1,1,1
"87",87,100.1312,11.6914631452581,0.79907543036364,0.0167748167178179,0.4658,0.5628,0.4584,1,1,1
"88",88,100.2,12.0200080032013,0.782970850256342,0.0169837137170961,0.4584,0.5674,0.4558,1,1,1
"89",89,100.3744,11.6772955582233,0.787486629913596,0.0174246085623394,0.4574,0.5744,0.4598,1,1,1
"90",90,100.2788,11.6345243697479,0.808749100987415,0.017628833175785,0.4608,0.5814,0.4676,1,1,1
"91",91,100.3224,12.5290698679472,0.804136484117787,0.0175571275969761,0.4466,0.5734,0.4622,1,1,1
"92",92,100.2612,11.8873294917967,0.810407592342513,0.0179398051378891,0.4506,0.577,0.4574,1,1,1
