"paraset_1","paraset_2","paraset_3","paraset_4","paraset_5","paraset_6","paraset_7","paraset_8"
-0.000192668180693386,-0.000100130539590763,0.00221634636663336,0.00136615895862792,0.00109346811858547,-0.00146106443724347,-0.00113069470890113,0.00641763610167884
0.00823242814460052,0.00324490017331302,0.0157771556277799,0.0923539586720041,-0.00475394560197049,0.00273349554265744,0.0120085073814368,0.169931330007258
0.00639042223464138,-0.000843626168646695,0.0170514854600209,0.260950826274925,-0.00395801187648181,0.00148820419884555,0.0305331697424975,0.378717490159915
0.00279994957188545,-0.000459936012579099,0.0170622507053921,0.345751512165977,0.00965962142059947,0.00233527164863098,0.0217635721231722,0.414575328070654
0.0030162838160474,0.0060957949338216,0.0240365635085374,0.440642867211481,-0.0026193518345535,0.00594401822016218,0.0255912155575941,0.436658746145924
-0.0010700714830189,0.0214756705089222,0.0314567915281647,0.438783987539064,-0.00483719598146295,0.0017788442372813,0.0368313305029423,0.449110717599556
0.00237860910040671,5.11361349925867e-05,0.0342521872300346,0.439133093784038,0.000955452920134899,0.000879602174348981,0.036797102606043,0.45756885669521
0.00273327312284422,0.00277463232077371,0.0283575651711075,0.436889887166992,0.000421201857066666,0.00109114433932139,0.0282719136380776,0.455137735934202
-0.0018614492259819,0.00479609459763273,0.0493754570353354,0.441021978634948,-0.00246392336790423,-0.00318152784626055,0.043779959742497,0.448623978848526
0.00291899376614122,0.0129963737022155,0.0135360893701098,0.451565806894419,0.00834145819949979,0.00454923973439384,0.0431439676029973,0.445877442759992
0.000195025657856958,-0.00234933279905754,0.0252166520442831,0.444989804966524,-0.00535704069544794,0.00150087671985991,0.00893057532324398,0.463311774122432
0.00405938756252355,0.00313094655727781,0.0148697055499246,0.446412378313075,0.00678299091839448,0.00246943133635911,0.0338141690724611,0.451144815955329
0.00443072988549314,-0.00142757707284593,0.0633327950885153,0.465784592764119,0.00461466975271998,-0.00185653128197843,0.00972228055859106,0.470403464353839
-0.00277783632890128,-0.0055893229312436,0.0499549677088464,0.474152255385257,0.00243374589830623,0.00180426425358251,0.0321759891037861,0.471842830547111
-0.000542125972116936,-0.0024383081741339,0.0143387122681453,0.455592693822799,0.00897537758788453,0.00354574176647574,0.025177683831994,0.478653492210342
-0.00121781767244674,-0.00239138916139986,0.0167639035332087,0.490458300646643,-0.0032422543621967,-0.00639206808558916,0.00242319120403554,0.484083341764297
-0.000768749163422775,-0.00793433719832463,0.0137642872201191,0.478876191035129,0.0031898679518342,0.0159094568794136,0.0349102816217759,0.477717936631565
0.0076111509831977,-0.00550615718472994,-0.000820008448874657,0.479251492631704,0.000326227027616337,-0.00294673157912257,0.0411931262020422,0.479181722884323
