"paraset_1","paraset_2","paraset_3","paraset_4","paraset_5","paraset_6","paraset_7","paraset_8"
0.760479041916168,0.646706586826347,0.0678642714570858,0.281437125748503,0.473053892215569,0.427145708582834,0.916167664670659,0.868263473053892
0.508982035928144,0.552894211576846,0.00399201596806387,0.00199600798403194,0.0738522954091816,0.770459081836327,0.06187624750499,0.00399201596806387
0.55688622754491,0.810379241516966,0.00399201596806387,0.00199600798403194,0.357285429141717,0.732534930139721,0.0139720558882236,0.00199600798403194
0.896207584830339,0.568862275449102,0.00199600798403194,0.00199600798403194,0.0439121756487026,0.50499001996008,0.0119760479041916,0.00399201596806387
0.646706586826347,0.818363273453094,0.00199600798403194,0.00199600798403194,0.311377245508982,0.36127744510978,0.00199600798403194,0.00199600798403194
0.602794411177645,0.0898203592814371,0.00199600798403194,0.00199600798403194,0.395209580838323,0.467065868263473,0.00199600798403194,0.00199600798403194
0.439121756487026,0.648702594810379,0.00199600798403194,0.00199600798403194,0.473053892215569,0.870259481037924,0.00199600798403194,0.00199600798403194
0.391217564870259,0.465069860279441,0.00199600798403194,0.00199600798403194,0.363273453093812,0.0119760479041916,0.00199600798403194,0.00199600798403194
0.301397205588822,0.634730538922156,0.00798403193612774,0.00199600798403194,0.942115768463074,0.942115768463074,0.00199600798403194,0.00199600798403194
0.487025948103792,0.524950099800399,0.00199600798403194,0.00199600798403194,0.694610778443114,0.307385229540918,0.00199600798403194,0.00199600798403194
0.82435129740519,0.275449101796407,0.00798403193612774,0.00199600798403194,0.906187624750499,0.846307385229541,0.00199600798403194,0.00199600798403194
0.271457085828343,0.998003992015968,0.00199600798403194,0.00199600798403194,0.524950099800399,0.588822355289421,0.00199600798403194,0.00199600798403194
0.912175648702595,0.830339321357285,0.00199600798403194,0.00199600798403194,0.828343313373254,0.956087824351297,0.00199600798403194,0.00199600798403194
0.317365269461078,0.0758483033932136,0.00199600798403194,0.00199600798403194,0.479041916167665,0.251497005988024,0.00199600798403194,0.00199600798403194
0.600798403193613,0.844311377245509,0.00199600798403194,0.00199600798403194,0.524950099800399,0.708582834331337,0.00199600798403194,0.00199600798403194
0.365269461077844,0.477045908183633,0.00199600798403194,0.00199600798403194,0.688622754491018,0.564870259481038,0.00199600798403194,0.00199600798403194
0.143712574850299,0.0818363273453094,0.00199600798403194,0.00199600798403194,0.107784431137725,0.369261477045908,0.00399201596806387,0.00199600798403194
0.393213572854291,0.499001996007984,0.00199600798403194,0.00199600798403194,0.754491017964072,0.169660678642715,0.00199600798403194,0.00199600798403194
0.00998003992015968,0.734530938123752,0.00798403193612774,0.00199600798403194,0.203592814371257,0.135728542914172,0.00199600798403194,0.00199600798403194
