"paraset_1","paraset_2","paraset_3","paraset_4","paraset_5","paraset_6","paraset_7","paraset_8"
0.54726368159204,0.527363184079602,0.243781094527363,0.313432835820896,0.353233830845771,0.686567164179104,0.626865671641791,0.0298507462686567
0.0199004975124378,0.114427860696517,0.00497512437810945,0.00497512437810945,0.91044776119403,0.258706467661692,0.00497512437810945,0.00497512437810945
0.0348258706467662,0.631840796019901,0.00497512437810945,0.00497512437810945,0.895522388059702,0.283582089552239,0.00497512437810945,0.00497512437810945
0.318407960199005,0.512437810945274,0.00497512437810945,0.00497512437810945,0.0149253731343284,0.26865671641791,0.00497512437810945,0.00497512437810945
0.203980099502488,0.109452736318408,0.00497512437810945,0.00497512437810945,0.721393034825871,0.0348258706467662,0.00497512437810945,0.00497512437810945
0.611940298507463,0.00497512437810945,0.00497512437810945,0.00497512437810945,0.885572139303483,0.243781094527363,0.00497512437810945,0.00497512437810945
0.258706467661692,0.482587064676617,0.00497512437810945,0.00497512437810945,0.45771144278607,0.338308457711443,0.00497512437810945,0.00497512437810945
0.278606965174129,0.26865671641791,0.00497512437810945,0.00497512437810945,0.467661691542289,0.353233830845771,0.00497512437810945,0.00497512437810945
0.706467661691542,0.17910447761194,0.00497512437810945,0.00497512437810945,0.776119402985075,0.840796019900497,0.00497512437810945,0.00497512437810945
0.233830845771144,0.0199004975124378,0.00497512437810945,0.00497512437810945,0.0298507462686567,0.054726368159204,0.00497512437810945,0.00497512437810945
0.507462686567164,0.696517412935323,0.00497512437810945,0.00497512437810945,0.835820895522388,0.333333333333333,0.0298507462686567,0.00497512437810945
0.228855721393035,0.203980099502488,0.00995024875621891,0.00497512437810945,0.0995024875621891,0.238805970149254,0.00497512437810945,0.00497512437810945
0.199004975124378,0.676616915422886,0.00497512437810945,0.00497512437810945,0.238805970149254,0.711442786069652,0.0248756218905473,0.00497512437810945
0.676616915422886,0.935323383084577,0.00497512437810945,0.00497512437810945,0.358208955223881,0.368159203980099,0.00497512437810945,0.00497512437810945
0.606965174129353,0.691542288557214,0.00995024875621891,0.00497512437810945,0.0298507462686567,0.164179104477612,0.00497512437810945,0.00497512437810945
0.592039800995025,0.63681592039801,0.00497512437810945,0.00497512437810945,0.716417910447761,0.935323383084577,0.313432835820896,0.00497512437810945
0.567164179104478,0.970149253731343,0.00995024875621891,0.00497512437810945,0.298507462686567,0.00497512437810945,0.00497512437810945,0.00497512437810945
0.0845771144278607,0.880597014925373,0.567164179104478,0.00497512437810945,0.487562189054726,0.756218905472637,0.00497512437810945,0.00497512437810945
