"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.4388,12.9138200880352,0.795057594290446,0,0.5094,0.511,0.5104,1,1,1
"2",2,99.4224,15.1340318527411,0.850830414732273,0,0.498,0.5142,0.5038,1,1,1
"3",3,99.3456,17.0921975190076,0.859646298926471,0.0048,0.5082,0.5188,0.5076,1,1,1
"4",4,99.262,18.2590596238495,0.872885655495285,0.008425,0.5082,0.5146,0.508,1,1,1
"5",5,99.3044,19.7548425770308,0.896693028191531,0.01091875,0.507,0.5182,0.509,1,1,1
"6",6,99.3232,21.7130269707883,0.881254652709634,0.01157109375,0.5046,0.5176,0.5118,1,1,1
"7",7,99.3828,23.6825371748699,0.883212070000152,0.0125642578125,0.4994,0.5166,0.5092,1,1,1
"8",8,99.4536,25.1579102040816,0.90610938279351,0.01501640625,0.4932,0.519,0.5038,1,1,1
"9",9,99.4532,27.2299017206883,0.90536640301348,0.01558935546875,0.489,0.5164,0.4816,1,1,1
"10",10,99.4044,27.8415972789116,0.936363580074757,0.0162109405517578,0.4868,0.5174,0.4704,1,1,1
"11",11,99.5304,30.8158021608643,0.931967116604462,0.0173201347351074,0.4888,0.5158,0.467,1,1,1
"12",12,99.6112,34.0584579431773,0.933053118058683,0.0190867002487183,0.4846,0.5172,0.4656,1,1,1
"13",13,99.6116,36.8098693877551,0.925111168686822,0.0196425852298737,0.4936,0.52,0.4608,1,1,1
"14",14,99.66,38.1148459383753,0.941802240443469,0.0208151319026947,0.4858,0.518,0.4474,1,1,1
"15",15,99.678,41.6429731892757,0.940944085467472,0.0203201979249716,0.479,0.5196,0.4484,1,1,1
"16",16,99.7604,44.7304840336135,0.951832296197303,0.0212689038395882,0.4932,0.5126,0.4444,1,1,1
"17",17,99.8836,46.4710394557823,0.951545053283371,0.0216338354514912,0.4912,0.519,0.4404,1,1,1
"18",18,99.9424,47.3612267306923,0.964705715040746,0.0228394258456305,0.4956,0.511,0.4302,1,1,1
"19",19,99.8548,49.2214055222089,0.960529718879957,0.0229823138728389,0.4976,0.5096,0.4372,1,1,1
"20",20,99.816,51.5563665466186,0.951362689165795,0.0246261210004857,0.5018,0.5102,0.4354,1,1,1
"21",21,99.9008,52.4943571028411,0.94929909667594,0.0245704209666052,0.5036,0.5224,0.4256,1,1,1
"22",22,99.9736,53.1045448579432,0.961444726254924,0.0252460907337701,0.4944,0.5276,0.4262,1,1,1
"23",23,100.0212,54.2968693077231,0.96353986714763,0.0255931424600957,0.498,0.5266,0.4274,1,1,1
"24",24,100.0556,54.8040302521008,0.966822443948919,0.0258556069888066,0.5006,0.5282,0.4212,1,1,1
"25",25,99.9692,57.1182986794718,0.954515536034113,0.0268362402673119,0.5026,0.5274,0.4204,1,1,1
"26",26,99.9404,57.0860822729092,0.964478222380831,0.0271177871190333,0.4978,0.533,0.4136,1,1,1
"27",27,99.9284,59.5246833133253,0.953572438179657,0.0285965877113298,0.503,0.5384,0.4068,1,1,1
"28",28,100.0504,59.0122647458984,0.969846114747739,0.0283419980989174,0.4852,0.5576,0.4106,1,1,1
"29",29,99.9696,61.372424809924,0.960620568407279,0.0290749753446013,0.4852,0.5592,0.4112,1,1,1
"30",30,99.956,61.8996238495398,0.97198809778394,0.0297728344153677,0.4854,0.5514,0.405,1,1,1
"31",31,99.95,63.6041416566627,0.953858068818645,0.0304160823966464,0.4894,0.555,0.4128,1,1,1
"32",32,100.0084,63.1631947178872,0.974421757344217,0.030313466100137,0.486,0.5454,0.4078,1,1,1
"33",33,99.904,65.929955982393,0.953394811426341,0.0315082649875237,0.4836,0.553,0.4058,1,1,1
"34",34,99.9336,65.7538925970388,0.963473755206715,0.0321578599061093,0.4872,0.5614,0.4054,1,1,1
"35",35,99.8072,66.0204363345338,0.958980336926292,0.0313740302159806,0.5016,0.5652,0.4058,1,1,1
"36",36,99.7412,66.6528837134854,0.961409272487502,0.0338333384619876,0.5066,0.5624,0.413,1,1,1
"37",37,99.802,66.9071588635454,0.963505060586065,0.0333417011336808,0.5052,0.5576,0.4044,1,1,1
"38",38,99.7924,67.6267529411765,0.963908775939011,0.0334994462206965,0.5042,0.5608,0.4084,1,1,1
"39",39,99.8324,67.5553323729492,0.96247096260823,0.0348195392999534,0.5054,0.56,0.4018,1,1,1
"40",40,99.6108,67.519131012405,0.966686077603353,0.035784295831985,0.5108,0.5662,0.4044,1,1,1
"41",41,99.6244,67.1149706282513,0.968904577208048,0.0359148177521459,0.5142,0.5612,0.3952,1,1,1
"42",42,99.5964,67.0227161264506,0.970021707761926,0.0353959155538865,0.5242,0.5696,0.3936,1,1,1
"43",43,99.534,67.4694317727091,0.966344633655328,0.035795467741419,0.5226,0.574,0.3888,1,1,1
"44",44,99.5104,68.1979710284114,0.961451539817613,0.0362628077050568,0.5284,0.5744,0.3914,1,1,1
"45",45,99.5568,68.049993757503,0.965876087202946,0.0371649586949998,0.5278,0.5694,0.3986,1,1,1
"46",46,99.4348,68.862093797519,0.965673760695765,0.0381236615853502,0.5182,0.5678,0.3934,1,1,1
"47",47,99.5236,67.8437805522209,0.974056343677137,0.037963614267845,0.5218,0.5722,0.392,1,1,1
"48",48,99.4448,68.3951110044018,0.973019373606162,0.0374922445513531,0.5234,0.5696,0.3958,1,1,1
"49",49,99.436,68.9454821928772,0.964154396802317,0.0382249809158862,0.5222,0.5666,0.4004,1,1,1
"50",50,99.366,69.7007242897159,0.959594447443541,0.0382181703711495,0.5176,0.5558,0.4024,1,1,1
"51",51,99.4204,69.0760942777111,0.975716073222347,0.039633701207435,0.5238,0.5658,0.4,1,1,1
"52",52,99.5456,70.4577037214886,0.957248953952273,0.0389665064299496,0.5286,0.583,0.399,1,1,1
"53",53,99.4552,69.8799449379752,0.974568628256358,0.040229659277243,0.5292,0.5812,0.4012,1,1,1
"54",54,99.4172,69.70222505002,0.978800697189081,0.0412939207300368,0.526,0.5868,0.4038,1,1,1
"55",55,99.3716,69.981506042417,0.969967404113276,0.0410675133632507,0.5272,0.591,0.394,1,1,1
"56",56,99.4032,70.4472086434574,0.968101949605731,0.0401401498731569,0.5282,0.5858,0.3966,1,1,1
"57",57,99.4452,70.1334503401361,0.962325993225501,0.0407580518327503,0.5134,0.587,0.391,1,1,1
"58",58,99.538,70.8032773109244,0.955292716819209,0.0411879030190899,0.5114,0.5826,0.3876,1,1,1
"59",59,99.5368,70.9802378551421,0.965651656078919,0.0415611955947064,0.5132,0.5836,0.3894,1,1,1
"60",60,99.5948,70.5244227290916,0.968167924122771,0.0415416957479669,0.5108,0.5912,0.3856,1,1,1
"61",61,99.5152,70.4555511804722,0.969297890409223,0.0429674148582535,0.5146,0.5934,0.387,1,1,1
"62",62,99.6436,70.7544808323329,0.96042989402245,0.0427235174305799,0.5124,0.5894,0.3852,1,1,1
"63",63,99.6468,69.7179369347739,0.974459786926116,0.0427889544355574,0.5106,0.585,0.3954,1,1,1
