"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.5536,12.7682343337335,0.790385413259978,0,0.5122,0.4972,0.4928,1,1,1
"2",2,99.5276,12.388593677471,0.81729782829961,0,0.5048,0.4994,0.4922,1,1,1
"3",3,99.6208,12.8021282112845,0.810874132372149,0.003,0.503,0.5082,0.4946,1,1,1
"4",4,99.628,13.0420328131252,0.809568520411732,0.0057375,0.5094,0.5102,0.4936,1,1,1
"5",5,99.6588,12.4353567026811,0.821855960642292,0.006140625,0.5074,0.5094,0.4928,1,1,1
"6",6,99.7688,13.0941842336935,0.805947530738486,0.00765546875,0.5186,0.508,0.4904,1,1,1
"7",7,99.83,12.8414365746299,0.833798599284841,0.00844296875,0.5244,0.518,0.48,1,1,1
"8",8,99.8072,12.398187434974,0.810753165380278,0.0105419921875,0.533,0.5164,0.4924,1,1,1
"9",9,99.8056,12.6432659463786,0.795991290107393,0.009977392578125,0.5296,0.52,0.4906,1,1,1
"10",10,99.9704,12.2048057623049,0.824529737392197,0.0111513854980469,0.5254,0.5188,0.4796,1,1,1
"11",11,99.9948,12.4989725490196,0.823852770688244,0.0125164924621582,0.5202,0.5214,0.4838,1,1,1
"12",12,100.0256,12.2266352941176,0.831201735859538,0.0132411838531494,0.5162,0.5194,0.4982,1,1,1
"13",13,100.0484,12.7063399759904,0.793251903411541,0.0138469899177551,0.5058,0.529,0.4996,1,1,1
"14",14,99.9956,12.6622455382153,0.798313593476533,0.0138208075404167,0.4946,0.5284,0.5116,1,1,1
"15",15,100.0568,12.5177808723489,0.804162238764876,0.0150724295526743,0.4902,0.533,0.5158,1,1,1
"16",16,100.0368,12.5660721888755,0.788288964883128,0.0151161242216825,0.4952,0.5274,0.5198,1,1,1
"17",17,100.018,12.5266866746699,0.817492559302764,0.0160832869395614,0.4972,0.5374,0.5232,1,1,1
"18",18,100.0652,12.8588925170068,0.788521689006131,0.0154461167130154,0.482,0.5374,0.5198,1,1,1
"19",19,100.0608,12.3868581032413,0.836518885574633,0.0167183711893973,0.4884,0.5424,0.5234,1,1,1
"20",20,100.1756,12.6242143257303,0.799038627964204,0.0165541889279732,0.487,0.5368,0.531,1,1,1
"21",21,100.1508,12.7171462184874,0.814868441583489,0.0167564877333876,0.4902,0.5338,0.5392,1,1,1
"22",22,100.1644,12.4295444577831,0.80937807129276,0.0174627051149513,0.4966,0.5424,0.532,1,1,1
"23",23,100.1092,12.0428925170068,0.793758991719753,0.0174567567657353,0.4984,0.5392,0.5304,1,1,1
"24",24,100.1528,12.9042138455382,0.797521370748531,0.0184836645244976,0.4942,0.5408,0.5286,1,1,1
"25",25,100.2184,12.7269922368948,0.845482418703599,0.0174082170445235,0.5004,0.5248,0.5306,1,1,1
"26",26,100.1748,12.841381512605,0.823262568837733,0.0179091419940372,0.4964,0.526,0.536,1,1,1
"27",27,100.196,12.4417607042817,0.808258134900469,0.0191995426877835,0.4832,0.518,0.5326,1,1,1
"28",28,100.1772,12.140256262505,0.794991172338894,0.0194048098373352,0.4874,0.512,0.5278,1,1,1
"29",29,100.2804,12.2514764305722,0.793816665736665,0.0186048988459855,0.485,0.5048,0.5248,1,1,1
"30",30,100.3776,11.8901743097239,0.811039070342383,0.0201769112791029,0.484,0.5028,0.5234,1,1,1
"31",31,100.2404,12.0794396158463,0.797494839385194,0.0193880733778813,0.489,0.4946,0.5256,1,1,1
"32",32,100.3448,12.2083963185274,0.814647575053667,0.0194031052763519,0.4914,0.4918,0.5336,1,1,1
"33",33,100.3096,12.318675310124,0.781720084337865,0.0204133751993545,0.5016,0.4804,0.5388,1,1,1
