"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.5112,11.9338480992397,0.821521752648011,0,0.4916,0.4902,0.5016,1,1,1
"2",2,99.3856,12.5211210884354,0.822567221638555,0,0.493,0.482,0.5104,1,1,1
"3",3,99.3412,12.528193837535,0.810437362178005,0.00345,0.488,0.4914,0.505,1,1,1
"4",4,99.2716,12.2379286114446,0.82736654073922,0.0053,0.4786,0.4864,0.511,1,1,1
"5",5,99.18,12.6430572228892,0.793949371736034,0.00795,0.479,0.4802,0.5052,1,1,1
"6",6,99.1108,11.9657096438575,0.838789235415685,0.0077875,0.4794,0.4734,0.4982,1,1,1
"7",7,99.1144,12.4622975590236,0.786066115781453,0.0093318359375,0.4688,0.4684,0.488,1,1,1
"8",8,99.056,12.5138695478191,0.818450199794322,0.01073740234375,0.4914,0.4652,0.489,1,1,1
"9",9,99.1136,11.9206633053221,0.814955765169278,0.011571728515625,0.4886,0.4742,0.4922,1,1,1
"10",10,98.9868,12.4884211284514,0.818329778732148,0.0125841735839844,0.4902,0.4752,0.4824,1,1,1
"11",11,99.0036,12.34452484994,0.804652094743034,0.0127708305358887,0.483,0.4734,0.4846,1,1,1
"12",12,99.0316,12.4091651060424,0.803642595472071,0.0140762048721313,0.4872,0.4604,0.4916,1,1,1
"13",13,99.0636,11.9771458983593,0.814475598779102,0.0140758402824402,0.485,0.4622,0.4938,1,1,1
"14",14,99.0616,11.9665920768307,0.788708551340558,0.0147480578660965,0.4874,0.4706,0.501,1,1,1
"15",15,99.1392,12.03503737495,0.825303991695795,0.0142482595145702,0.4876,0.47,0.5014,1,1,1
"16",16,99.2656,13.1211050820328,0.797338827881547,0.0145518050312996,0.4868,0.4586,0.5056,1,1,1
"17",17,99.412,12.5576790716287,0.807588437060651,0.0157444110359997,0.499,0.4536,0.504,1,1,1
"18",18,99.3964,13.066093477391,0.793615723079897,0.0154885963981505,0.4896,0.4544,0.512,1,1,1
"19",19,99.334,12.4434213685474,0.789972559268667,0.0158994992995285,0.4976,0.454,0.5208,1,1,1
"20",20,99.1772,11.718487555022,0.825432200304841,0.0170476771547255,0.4924,0.4418,0.5192,1,1,1
"21",21,99.138,12.9273269307723,0.802826475705757,0.0167962938275894,0.4982,0.4346,0.5148,1,1,1
"22",22,99.1896,11.7719606242497,0.837472739939252,0.0169046285999608,0.4954,0.4354,0.517,1,1,1
"23",23,99.24,12.2673069227691,0.82392875782881,0.0175529286260332,0.4978,0.4358,0.5126,1,1,1
"24",24,99.1476,12.6764848339336,0.805100649917668,0.0175657053326006,0.5004,0.4342,0.5088,1,1,1
