"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.34,12.6270508203281,0.829325761369038,0,0.511,0.5072,0.4928,1,1,1
"2",2,99.3476,15.1696420968387,0.857707479394383,0,0.5076,0.5066,0.4906,1,1,1
"3",3,99.4096,16.946206322529,0.855689217895095,0.00055,0.523,0.5094,0.4976,1,1,1
"4",4,99.3932,18.828525170068,0.86089546421485,0.001,0.5202,0.5112,0.4938,1,1,1
"5",5,99.4384,19.3995652661064,0.876084664347787,0.00086875,0.5142,0.5146,0.4908,1,1,1
"6",6,99.456,19.5927010804322,0.866749473470941,0.001065625,0.534,0.5254,0.4874,1,1,1
"7",7,99.4568,20.4114983593437,0.883342107324328,0.001709765625,0.5388,0.5348,0.488,1,1,1
"8",8,99.4692,21.1599153261305,0.895665561552274,0.00201943359375,0.5554,0.5336,0.4956,1,1,1
"9",9,99.4312,22.0188741096439,0.883577518813283,0.0020651123046875,0.5518,0.5452,0.492,1,1,1
"10",10,99.4644,22.824262344938,0.885931996054352,0.00251824645996094,0.5532,0.544,0.492,1,1,1
"11",11,99.5224,23.6461567026811,0.902655236503963,0.00330334243774414,0.5472,0.5562,0.481,1,1,1
"12",12,99.3532,23.2521506202481,0.926004343797815,0.0020388256072998,0.5408,0.5544,0.474,1,1,1
"13",13,99.4928,23.9939457382953,0.903322203941856,0.00317158761024475,0.5384,0.556,0.4594,1,1,1
"14",14,99.3968,24.3795015606242,0.905886127572612,0.00294285476207733,0.541,0.5506,0.4556,1,1,1
"15",15,99.554,25.8742336934774,0.892239300176261,0.00305836056172848,0.5428,0.5612,0.4614,1,1,1
"16",16,99.4736,25.3026240896359,0.909865819274801,0.003130740378052,0.5422,0.5642,0.4636,1,1,1
"17",17,99.6104,26.2915284513806,0.905445418345049,0.00374868767652661,0.543,0.5648,0.4718,1,1,1
"18",18,99.6188,26.9594703481393,0.911830258787944,0.00394776080101728,0.5386,0.567,0.4714,1,1,1
"19",19,99.7348,27.0440865946379,0.925793983592282,0.00432014517200878,0.5318,0.5666,0.4636,1,1,1
"20",20,99.6936,27.2074020008003,0.933470050437749,0.00479035867100465,0.5378,0.5636,0.4556,1,1,1
"21",21,99.7388,27.5111790316126,0.921431614359905,0.00477646301546119,0.5352,0.5722,0.4664,1,1,1
"22",22,99.5536,28.4441046818727,0.91155519354643,0.0048293954257555,0.5338,0.5746,0.4734,1,1,1
"23",23,99.5168,28.73641232493,0.920319292847995,0.00482744085228965,0.5292,0.5718,0.4772,1,1,1
"24",24,99.4764,28.1166897158864,0.935447237127061,0.00466656042166969,0.5272,0.5814,0.4796,1,1,1
"25",25,99.3784,28.2032947579032,0.918925418900481,0.00450251088338049,0.5312,0.581,0.4674,1,1,1
"26",26,99.454,26.5625090036014,0.920649782892995,0.0053375247073701,0.529,0.575,0.4508,1,1,1
"27",27,99.4704,26.9358981992797,0.933898418050879,0.00513552244381774,0.5316,0.5708,0.4416,1,1,1
"28",28,99.5412,27.665768867547,0.926554894033183,0.00578875649364102,0.5324,0.572,0.4428,1,1,1
"29",29,99.4472,28.548231452581,0.913065328177147,0.00616463098998823,0.5492,0.5702,0.4368,1,1,1
"30",30,99.4092,28.3338889155662,0.921690280703542,0.00627147223667844,0.55,0.5742,0.4436,1,1,1
