"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.42,12.1028411364546,0.818751978839478,0,0.5068,0.4998,0.4996,1,1,1
"2",2,99.54,14.5110044017607,0.848797948321981,0,0.504,0.5028,0.5048,1,1,1
"3",3,99.4668,16.4970965986395,0.854776517067366,0.0038,0.506,0.5018,0.5038,1,1,1
"4",4,99.53,18.3516406562625,0.875933830127069,0.0074625,0.4952,0.4906,0.4942,1,1,1
"5",5,99.6572,20.0333014805922,0.870325185872382,0.00904375,0.4982,0.491,0.4824,1,1,1
"6",6,99.6248,22.1144707482993,0.891670649242753,0.0111359375,0.4994,0.495,0.4878,1,1,1
"7",7,99.5452,23.5661834333734,0.910481864563075,0.01369296875,0.5176,0.4956,0.4864,1,1,1
"8",8,99.6836,26.6461494997999,0.914224070561757,0.01517060546875,0.5094,0.5016,0.4816,1,1,1
"9",9,99.6572,28.5423050820328,0.92152131025703,0.0169390869140625,0.513,0.4994,0.484,1,1,1
"10",10,99.754,32.0647098839536,0.918960021195634,0.01968212890625,0.5132,0.4888,0.4748,1,1,1
"11",11,99.7144,34.1801046818727,0.944164294232856,0.0203553466796875,0.508,0.4948,0.4748,1,1,1
"12",12,99.7724,36.8921551020408,0.931209797841747,0.020576255607605,0.5066,0.4992,0.483,1,1,1
"13",13,99.6968,40.8396056022409,0.938954675246474,0.0212278802394867,0.4972,0.5048,0.4794,1,1,1
"14",14,99.7368,42.8382610644258,0.944256628530076,0.0226901686787605,0.4972,0.4974,0.4758,1,1,1
"15",15,99.5904,45.4576108843537,0.949664619720705,0.0222798049032688,0.4998,0.497,0.4828,1,1,1
"16",16,99.696,47.8435214085634,0.951400577579839,0.0247133215002716,0.5006,0.5132,0.488,1,1,1
"17",17,99.7288,49.9768412965186,0.950453907877414,0.0249250964174047,0.507,0.5014,0.4876,1,1,1
"18",18,99.6608,50.3202714685874,0.969189775287352,0.0256167426231783,0.5118,0.4976,0.4816,1,1,1
"19",19,99.6804,51.4140214485794,0.958053806564178,0.0241135976735968,0.506,0.5102,0.4844,1,1,1
"20",20,99.8352,52.9972398559424,0.948704503568853,0.0250378992619895,0.4996,0.5172,0.4844,1,1,1
"21",21,99.8656,54.580568867547,0.946044416324667,0.0255931683583178,0.5036,0.5182,0.4896,1,1,1
"22",22,99.8784,54.4686008803521,0.958814089230931,0.0268635806123682,0.4922,0.519,0.4974,1,1,1
"23",23,99.7984,55.3198853941577,0.971604490440616,0.0267362985277324,0.4936,0.527,0.4938,1,1,1
"24",24,99.8796,57.4176709083633,0.957913845034661,0.0275250708652345,0.5082,0.526,0.4936,1,1,1
"25",25,99.8076,57.8793339735894,0.96507770126244,0.0283883141459875,0.5208,0.5342,0.4932,1,1,1
"26",26,99.8116,59.9136709083633,0.95666571974377,0.0285503509180569,0.5166,0.54,0.4846,1,1,1
"27",27,99.8112,59.6314071228491,0.97227188512932,0.0291815054665003,0.4982,0.5364,0.4908,1,1,1
"28",28,99.8584,61.6758197679072,0.960178136136954,0.0294731550337263,0.507,0.5426,0.4828,1,1,1
"29",29,99.9824,61.1553523809524,0.969592800093336,0.0302084002288326,0.5136,0.5374,0.484,1,1,1
"30",30,100.0856,62.8250026410564,0.958919407133371,0.0304534472596538,0.5172,0.5306,0.4892,1,1,1
"31",31,100.1252,62.9491046018407,0.961804505972445,0.0308393018393017,0.5184,0.5328,0.5006,1,1,1
"32",32,100.1544,63.5215692677071,0.953222746539908,0.0302625767832305,0.5156,0.5256,0.5048,1,1,1
"33",33,100.1368,63.207368707483,0.969702956510944,0.0318863281318106,0.5152,0.5278,0.5096,1,1,1
"34",34,100.0876,64.3328593837535,0.964403932599057,0.0319371806238142,0.5172,0.5352,0.4882,1,1,1
"35",35,100.178,65.3452541016407,0.956048700965273,0.0309464758459406,0.5142,0.536,0.4924,1,1,1
"36",36,100.178,64.537731092437,0.967503987945421,0.0322348870497822,0.511,0.5334,0.481,1,1,1
"37",37,100.1324,64.403031452581,0.975721182427073,0.0323045186470049,0.5036,0.5304,0.4824,1,1,1
"38",38,100.0824,65.2232995598239,0.960886620905821,0.0332723572384592,0.51,0.5072,0.4802,1,1,1
"39",39,100.074,65.7788355342137,0.963938919820021,0.0328280464579432,0.5192,0.5078,0.4744,1,1,1
"40",40,100.1072,65.3754583433373,0.962567634319696,0.0341142539512737,0.518,0.5044,0.4652,1,1,1
"41",41,100.11,65.4112645058023,0.960640938684807,0.0336799040876136,0.5128,0.5024,0.4716,1,1,1
"42",42,100.1796,65.6167905562225,0.970484586852604,0.0338673822989949,0.5042,0.5124,0.4676,1,1,1
"43",43,99.9792,65.1664339335734,0.974453513428881,0.0349080658958688,0.5134,0.5186,0.462,1,1,1
"44",44,100.0464,66.0122519407763,0.964904124992195,0.0359919847587562,0.5102,0.5204,0.4814,1,1,1
"45",45,99.9712,65.6326236094438,0.972215156783701,0.0360559000881275,0.5136,0.5294,0.4842,1,1,1
"46",46,99.978,65.9238855542217,0.970940673393516,0.0348842496811861,0.5078,0.5198,0.4862,1,1,1
"47",47,99.908,67.1343897559024,0.962596868405361,0.0353979140998159,0.509,0.518,0.4982,1,1,1
"48",48,99.9012,66.3907948779512,0.976342354947981,0.0359451630704703,0.5006,0.5184,0.4996,1,1,1
"49",49,99.9024,67.0212827531012,0.974684651245649,0.0371840602930059,0.5008,0.515,0.5062,1,1,1
"50",50,99.8232,67.9455199679872,0.970030175247906,0.0370290242980099,0.51,0.5154,0.4964,1,1,1
"51",51,99.8076,68.5299942376951,0.968726343300544,0.0374772694620644,0.5062,0.521,0.5102,1,1,1
"52",52,99.74,68.9887955182073,0.971612197003532,0.0377426051618383,0.5048,0.5142,0.5034,1,1,1
"53",53,99.8208,69.625337494998,0.963221863071581,0.0373163864583273,0.509,0.504,0.4892,1,1,1
"54",54,99.8472,67.6301042016807,0.979609980970421,0.0383573649821325,0.4948,0.5138,0.4996,1,1,1
"55",55,99.8664,68.4687385354142,0.968535213766581,0.0384970397147613,0.501,0.5058,0.5,1,1,1
"56",56,99.7256,68.879456422569,0.970348834782793,0.0385990915370026,0.5018,0.509,0.4944,1,1,1
"57",57,99.8072,69.7491278111245,0.962563422520181,0.0387697733535068,0.4946,0.5126,0.5026,1,1,1
"58",58,99.7684,69.4649474189676,0.960046055707545,0.0391424575352826,0.4876,0.5238,0.5062,1,1,1
"59",59,99.7704,68.7755940776311,0.972401667449878,0.039948008507595,0.4936,0.522,0.5016,1,1,1
"60",60,99.7756,68.8583879951981,0.965420751518472,0.0393898368731314,0.4988,0.526,0.5054,1,1,1
"61",61,99.7992,69.629931332533,0.957344042199603,0.0396315896924647,0.4928,0.533,0.4996,1,1,1
"62",62,99.8432,69.7681210084034,0.962706771032415,0.0394946579748381,0.4838,0.5462,0.493,1,1,1
"63",63,99.836,68.9246738695478,0.969780827943073,0.039353436698035,0.486,0.5528,0.4828,1,1,1
"64",64,99.734,69.04606242497,0.961220617491753,0.040346247204834,0.4842,0.5422,0.4822,1,1,1
"65",65,99.6696,68.1588993997599,0.97124115903218,0.0407390047372139,0.499,0.537,0.4888,1,1,1
"66",66,99.6568,67.8797656662665,0.970624009164183,0.0419915142231628,0.5072,0.539,0.4816,1,1,1
"67",67,99.6452,68.0057192476991,0.970185199521305,0.0417945602358267,0.5026,0.5318,0.4802,1,1,1
"68",68,99.704,69.5289955982393,0.963602724235604,0.0426975716398573,0.5028,0.5334,0.4742,1,1,1
"69",69,99.7836,68.0703991996799,0.977321327380629,0.0420642715954304,0.5136,0.54,0.4756,1,1,1
"70",70,99.7348,69.8147948779512,0.969427300697171,0.0434780501477437,0.5132,0.5356,0.4762,1,1,1
"71",71,99.6688,70.8250365746298,0.962041587941347,0.0439215926115427,0.5142,0.5388,0.4742,1,1,1
"72",72,99.7292,69.9830605842337,0.972391542272971,0.0430779936725809,0.5208,0.5418,0.481,1,1,1
"73",73,99.6464,69.3258973989596,0.976364793616336,0.0439919532373492,0.5134,0.5566,0.4856,1,1,1
"74",74,99.712,71.2391516606643,0.956077126434561,0.0434758197747826,0.5122,0.558,0.48,1,1,1
"75",75,99.6172,69.4872590636254,0.970403192353104,0.0446993952707748,0.5162,0.5522,0.4802,1,1,1
"76",76,99.6224,70.3271490996399,0.962089257194156,0.0448351243620804,0.5136,0.5566,0.498,1,1,1
"77",77,99.6584,70.5315220488195,0.971014308175999,0.0454815699416867,0.507,0.5474,0.5048,1,1,1
"78",78,99.71,70.233993597439,0.972084454440439,0.0446371218082281,0.5028,0.5572,0.5038,1,1,1
"79",79,99.74,71.0992396958784,0.96331643600466,0.0460812698937228,0.5044,0.5644,0.5016,1,1,1
"80",80,99.754,71.2940016006403,0.971445563184557,0.0447592655612808,0.505,0.5498,0.4952,1,1,1
"81",81,99.6076,71.2325152460984,0.97351389400948,0.0457333977959641,0.5114,0.5552,0.4908,1,1,1
"82",82,99.6792,72.109931332533,0.960369121712428,0.0462521445607451,0.504,0.539,0.489,1,1,1
"83",83,99.728,71.4666026410564,0.965638499255074,0.0468142132132968,0.509,0.5356,0.4868,1,1,1
"84",84,99.6644,71.3883279711885,0.971824943863778,0.0478169538092952,0.5018,0.5306,0.497,1,1,1
"85",85,99.6332,71.2687652661064,0.974187370205832,0.048545293308022,0.4984,0.5232,0.5076,1,1,1
"86",86,99.5844,71.4562591436575,0.972982844595014,0.0476671264427755,0.497,0.5176,0.5032,1,1,1
"87",87,99.5324,71.874500040016,0.970543918980169,0.0483326584600615,0.4854,0.5222,0.4964,1,1,1
"88",88,99.4784,71.260437615046,0.980074689377967,0.0484681641038801,0.4794,0.512,0.5048,1,1,1
"89",89,99.496,71.7786954781913,0.96781646669078,0.0482951159781566,0.4692,0.5182,0.5062,1,1,1
"90",90,99.4708,71.834681232493,0.968297723465896,0.0479182993460425,0.4698,0.523,0.5092,1,1,1
"91",91,99.4552,72.1848669067627,0.966413611668494,0.0488420908354677,0.474,0.5318,0.498,1,1,1
"92",92,99.498,71.4897919167667,0.968849710267933,0.0490644874098394,0.4816,0.5366,0.5034,1,1,1
"93",93,99.52,72.1496598639456,0.961763263857306,0.0497325715948284,0.4808,0.5504,0.5086,1,1,1
"94",94,99.5348,71.7318817126851,0.964997557899411,0.0493784433837804,0.4804,0.547,0.497,1,1,1
"95",95,99.398,71.4505762304922,0.965525110219546,0.0504992841109824,0.4866,0.5432,0.486,1,1,1
"96",96,99.4356,71.4336260904362,0.962632239857697,0.050720980241867,0.495,0.5498,0.4906,1,1,1
"97",97,99.4816,71.0060638655462,0.970195602995623,0.0504338085899903,0.4848,0.5512,0.4874,1,1,1
"98",98,99.4288,71.7880457783113,0.959026257671933,0.0505723881276729,0.4702,0.5596,0.5008,1,1,1
"99",99,99.4984,71.3457357342937,0.958745281844884,0.0519995941982171,0.4626,0.5554,0.4878,1,1,1
