"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.3604,12.3058341736695,0.792966567590651,0,0.506,0.5072,0.4954,1,1,1
"2",2,99.3948,14.4591166066427,0.819796227817615,0,0.504,0.5116,0.479,1,1,1
"3",3,99.3836,15.4426280912365,0.866997376878928,3e-04,0.4972,0.513,0.479,1,1,1
"4",4,99.2564,17.5520798719488,0.893239869086243,0.0005375,0.4888,0.5032,0.4774,1,1,1
"5",5,99.1872,20.0457744697879,0.8894153226386,0.000840625,0.4876,0.4978,0.4766,1,1,1
"6",6,99.2416,21.8735788715486,0.879770971586413,0.00087265625,0.4856,0.508,0.4838,1,1,1
"7",7,99.0896,22.7946897158864,0.914824527835945,0.0013765625,0.4824,0.5112,0.4808,1,1,1
"8",8,99.1868,24.4688933173269,0.901775568429449,0.001393212890625,0.4892,0.5222,0.495,1,1,1
"9",9,99.23,24.4636854741897,0.894029376091339,0.00153961181640625,0.4868,0.5264,0.4904,1,1,1
"10",10,99.1936,24.4923159663866,0.901123769329253,0.00175417175292969,0.4974,0.5254,0.4856,1,1,1
"11",11,99.0916,24.7635148459384,0.899360241340222,0.00211605453491211,0.494,0.5318,0.4958,1,1,1
"12",12,99.1288,24.5636360144058,0.898120774619188,0.00265692977905273,0.493,0.5284,0.5006,1,1,1
"13",13,99.1372,23.8343098839536,0.929951462763292,0.00239208650588989,0.4902,0.5378,0.491,1,1,1
"14",14,99.1244,24.3802767507003,0.919458147537032,0.00255710941553116,0.4914,0.5308,0.5042,1,1,1
"15",15,99.0816,24.8432787515006,0.915801532989352,0.00282517212331295,0.48,0.5332,0.4934,1,1,1
"16",16,99.0632,26.079237454982,0.895082868575565,0.00306272312179208,0.4836,0.5196,0.4972,1,1,1
"17",17,99.1672,26.593081392557,0.929838325295668,0.0032856254087761,0.4836,0.5304,0.4864,1,1,1
"18",18,99.2412,26.9554047218888,0.923817585663742,0.00355831692758948,0.4818,0.5382,0.4818,1,1,1
"19",19,99.2644,27.190168707483,0.907134742856207,0.00361237975887489,0.4712,0.5302,0.4926,1,1,1
"20",20,99.2268,27.3519025210084,0.936443991427462,0.0037879474914429,0.4684,0.527,0.5112,1,1,1
"21",21,99.1348,27.2523298919568,0.92160794783799,0.00418758221496828,0.4672,0.5318,0.5216,1,1,1
"22",22,99.0504,26.9970586634654,0.935108618593958,0.00438897429117114,0.4728,0.519,0.5202,1,1,1
"23",23,98.9728,27.3325931972789,0.894972121635525,0.0044323673896803,0.4726,0.5264,0.5154,1,1,1
"24",24,99.0056,26.2432659463786,0.91456255225068,0.0045472445728344,0.4692,0.5322,0.5116,1,1,1
"25",25,99.0464,26.1363015606243,0.921535824776841,0.00486732728515441,0.4776,0.5326,0.513,1,1,1
"26",26,99.0092,26.9526964385754,0.930043714605449,0.00512590480077037,0.4876,0.531,0.5112,1,1,1
"27",27,99.0708,26.7997072428972,0.910971016263154,0.00565061336999784,0.4764,0.5328,0.5192,1,1,1
"28",28,99.108,26.1700040016006,0.915634564772097,0.00547132497119973,0.4856,0.5404,0.526,1,1,1
"29",29,99.2296,26.6291354941977,0.915436662225763,0.00563207961534699,0.4922,0.5376,0.524,1,1,1
"30",30,99.1028,26.7469309323729,0.911212578279766,0.00576131537900923,0.4856,0.5362,0.516,1,1,1
"31",31,98.9864,28.1358693877551,0.892897350036049,0.00623198193720466,0.4962,0.5314,0.5212,1,1,1
"32",32,99.0024,27.077225130052,0.922320794511563,0.00641350781090447,0.4956,0.5378,0.5192,1,1,1
