"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.4908,11.9002754701881,0.797608069332105,0,0.5046,0.4928,0.494,1,1,1
"2",2,99.4728,14.2221490196078,0.832641320467781,0,0.5072,0.4938,0.4978,1,1,1
"3",3,99.5328,15.5711526210484,0.845072658548694,0.0046,0.5012,0.493,0.5082,1,1,1
"4",4,99.5008,17.1296512204882,0.870594505406854,0.0076875,0.5032,0.5062,0.5054,1,1,1
"5",5,99.4936,18.8791106842737,0.870219570369953,0.009,0.4916,0.5066,0.4982,1,1,1
"6",6,99.5008,20.8623442977191,0.899239739882681,0.01013359375,0.4974,0.5066,0.4844,1,1,1
"7",7,99.402,23.3017166866747,0.877637175668832,0.0117541015625,0.487,0.5158,0.473,1,1,1
"8",8,99.352,25.1701640656262,0.902965813802936,0.012914990234375,0.4856,0.503,0.4738,1,1,1
"9",9,99.3124,27.5026072829132,0.895215242978106,0.0141287475585937,0.4888,0.5014,0.4746,1,1,1
"10",10,99.226,29.486718687475,0.907130413635672,0.0157844604492187,0.4916,0.4922,0.4816,1,1,1
"11",11,99.2468,31.6097336534614,0.917046481814976,0.017132950592041,0.5008,0.5014,0.4838,1,1,1
"12",12,99.2636,33.5035164465786,0.938645274955138,0.0186392978668213,0.5022,0.497,0.4824,1,1,1
"13",13,99.3012,35.7511790316126,0.941810756736668,0.0179970052242279,0.5066,0.5046,0.4928,1,1,1
"14",14,99.2424,38.0884776310524,0.942785308740756,0.0196059032917023,0.5132,0.5082,0.4998,1,1,1
"15",15,99.2572,39.9918448979592,0.957881581067122,0.0199340170115232,0.5134,0.5056,0.507,1,1,1
"16",16,99.4048,42.5979761504602,0.930393114581197,0.021286903642118,0.5216,0.5098,0.4974,1,1,1
"17",17,99.35,44.4292717086835,0.957151887236414,0.0223116099547595,0.5258,0.5062,0.508,1,1,1
"18",18,99.4624,46.9793779911965,0.962030920336313,0.0228647847803775,0.5212,0.5066,0.5152,1,1,1
"19",19,99.6264,49.8243527811124,0.940499164148133,0.0235925752265495,0.5252,0.501,0.5184,1,1,1
"20",20,99.5784,50.5120582633053,0.967969270886008,0.0237913097600744,0.5242,0.5004,0.5096,1,1,1
"21",21,99.6552,52.7670197679072,0.959263603956776,0.0253896747439132,0.5194,0.503,0.5074,1,1,1
"22",22,99.6944,54.2315012404962,0.952729723563178,0.0262143047807005,0.5162,0.4998,0.5038,1,1,1
