"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.4436,12.1028601840736,0.807584987897324,0,0.4976,0.5036,0.5108,1,1,1
"2",2,99.5788,14.2374855542217,0.826864961958799,0,0.496,0.4952,0.5108,1,1,1
"3",3,99.51,17.0023009203681,0.84262869583125,1e-04,0.4982,0.4902,0.5012,1,1,1
"4",4,99.3836,19.2401470988395,0.870199757960751,0.000275,0.501,0.485,0.4992,1,1,1
"5",5,99.4396,19.916718527411,0.862750427452211,0.000465625,0.5168,0.4812,0.4832,1,1,1
"6",6,99.422,20.3408523409364,0.88340887464321,0.00102890625,0.5262,0.4788,0.481,1,1,1
"7",7,99.5792,20.509531172469,0.906316528375263,0.001304296875,0.5092,0.4812,0.4742,1,1,1
"8",8,99.4508,21.0712078431373,0.88447130749415,0.0014056640625,0.5062,0.4752,0.4782,1,1,1
"9",9,99.4248,21.9155111644658,0.896878576706633,0.00145885009765625,0.5116,0.471,0.4888,1,1,1
"10",10,99.4188,23.5040081632653,0.886633882836129,0.00189820251464844,0.5084,0.4748,0.4834,1,1,1
"11",11,99.398,24.6710644257703,0.88820736836932,0.00210190734863281,0.5114,0.47,0.479,1,1,1
"12",12,99.5996,25.0132851540616,0.904350321425671,0.00222836227416992,0.5062,0.467,0.4958,1,1,1
"13",13,99.3,24.9191676670668,0.910531010229152,0.00230747747421265,0.4968,0.4646,0.4914,1,1,1
"14",14,99.2492,25.0931366146459,0.92038067818745,0.00287551922798157,0.4962,0.4614,0.4926,1,1,1
"15",15,99.0896,25.9535532613045,0.905743966270548,0.00296142002940178,0.4884,0.4642,0.5142,1,1,1
"16",16,99.054,25.0146898759504,0.925628967756601,0.00294688434153795,0.483,0.472,0.5208,1,1,1
"17",17,99.114,26.3123289315726,0.927146478621771,0.00371526368949562,0.4824,0.4724,0.5238,1,1,1
"18",18,99.0344,26.4517973589436,0.905579509672668,0.0036868816643022,0.4706,0.4622,0.5274,1,1,1
"19",19,99.008,25.8118607442977,0.926284921951933,0.00397665358028607,0.4638,0.4592,0.5242,1,1,1
"20",20,99.1,25.9739895958383,0.919071315225932,0.00383135369490774,0.4612,0.4572,0.5214,1,1,1
"21",21,99.3504,25.9251899159664,0.919610427822291,0.00424150554551816,0.4598,0.4462,0.5172,1,1,1
"22",22,99.318,27.5831092436975,0.899490548335932,0.00447703141157235,0.4604,0.4482,0.5194,1,1,1
"23",23,99.3596,28.5825208483393,0.905349155231886,0.00432831738953814,0.4494,0.4382,0.5092,1,1,1
