"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.5524,12.5746841136455,0.811918899688048,0,0.4944,0.4984,0.5066,1,1,1
"2",2,99.4632,14.7553478991597,0.851656137077791,0.0304,0.5012,0.502,0.4972,1,1,1
"3",3,99.6896,17.1881270908363,0.872627115859795,0.03675,0.5106,0.49,0.5128,1,1,1
"4",4,99.5904,19.539243537415,0.886320454490643,0.0412625,0.5088,0.4866,0.5158,1,1,1
"5",5,99.5348,23.0235983993597,0.895368032399849,0.050203125,0.5208,0.4958,0.5184,1,1,1
"6",6,99.5884,24.8241150860344,0.920485720364633,0.042809375,0.5208,0.5008,0.517,1,1,1
"7",7,99.5688,28.6295183673469,0.924137343260131,0.05344140625,0.5182,0.4986,0.517,1,1,1
"8",8,99.5956,32.488255942377,0.906445565635959,0.05200771484375,0.5178,0.5092,0.5038,1,1,1
"9",9,99.6724,35.2607825530212,0.924819064595064,0.0468167724609375,0.5174,0.5076,0.5058,1,1,1
"10",10,99.6436,37.8357133253301,0.919670319251675,0.0553155029296875,0.5174,0.5092,0.5032,1,1,1
"11",11,99.6636,40.646693717487,0.937595080202715,0.0540527030944824,0.5202,0.4994,0.5112,1,1,1
"12",12,99.658,42.6717046818727,0.947521296395543,0.0542524452209473,0.5218,0.5144,0.5154,1,1,1
"13",13,99.7644,45.4894884353741,0.946504505617239,0.0505803999423981,0.5162,0.5028,0.5108,1,1,1
"14",14,99.7944,47.100568867547,0.947276838134378,0.0504486673235893,0.5102,0.5042,0.5142,1,1,1
"15",15,99.822,48.2560184073629,0.962124854436608,0.0527674361795187,0.5014,0.4986,0.5034,1,1,1
"16",16,99.8064,48.5315316526611,0.969502568239081,0.0549311992801726,0.5,0.5002,0.5042,1,1,1
"17",17,99.6352,52.9192886754702,0.948001480013251,0.0533022425457835,0.5004,0.505,0.5106,1,1,1
"18",18,99.6592,55.0474743497399,0.967722365796338,0.0568764407789335,0.4946,0.5206,0.4952,1,1,1
"19",19,99.68,56.3713485394158,0.968454358566642,0.0551126889183419,0.4868,0.5134,0.4866,1,1,1
"20",20,99.6372,59.4997760704282,0.958225857221475,0.0525233575825114,0.4772,0.4934,0.4902,1,1,1
"21",21,99.6716,60.7648593837535,0.965294069273136,0.0552532570009564,0.4898,0.493,0.4908,1,1,1
"22",22,99.6976,62.567181112445,0.961915427619271,0.0580462277958086,0.4888,0.4996,0.4874,1,1,1
"23",23,99.6872,64.093393517407,0.96130727360251,0.0578009828492083,0.4906,0.4886,0.4866,1,1,1
"24",24,99.7436,65.2647649459784,0.961801252866463,0.0538602012030339,0.4848,0.4754,0.495,1,1,1
"25",25,99.59,65.9818927571028,0.966742446649635,0.0543684896689658,0.4862,0.4748,0.4864,1,1,1
"26",26,99.6268,67.5761522208884,0.960204578683482,0.0546027926538853,0.4764,0.487,0.4828,1,1,1
