"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.51,12.5293117246899,0.81326516931086,0,0.5008,0.489,0.5164,1,1,1
"2",2,99.5896,12.5493915966387,0.794905569380826,0.0122,0.5054,0.4874,0.5304,1,1,1
"3",3,99.5384,12.217412404962,0.823902761917194,0.0174,0.511,0.4866,0.5338,1,1,1
"4",4,99.5024,12.3613387755102,0.814728604839335,0.0207625,0.5116,0.4912,0.5288,1,1,1
"5",5,99.4172,12.4009045218087,0.804438809282278,0.0215375,0.5026,0.4936,0.5366,1,1,1
"6",6,99.4032,12.5160361744698,0.818292149918122,0.02231796875,0.5,0.4874,0.549,1,1,1
"7",7,99.3688,12.6058288915566,0.807334998617737,0.02346640625,0.499,0.4834,0.5546,1,1,1
"8",8,99.4824,12.6315428571429,0.828513422269909,0.024086376953125,0.5014,0.481,0.553,1,1,1
"9",9,99.4672,12.8716728291317,0.820473037529353,0.0217048095703125,0.4958,0.4854,0.5496,1,1,1
"10",10,99.5836,12.9521919167667,0.822730742029243,0.0271692169189453,0.4956,0.488,0.549,1,1,1
"11",11,99.5084,13.0271402961184,0.786539344049771,0.0250398796081543,0.497,0.4908,0.5486,1,1,1
"12",12,99.5408,12.5325483793517,0.812106747867124,0.0295664300918579,0.5028,0.4804,0.5462,1,1,1
"13",13,99.5624,12.3494460184074,0.84317864138404,0.0287901029109955,0.508,0.4872,0.5434,1,1,1
"14",14,99.6336,12.5723799919968,0.811335388622995,0.0262077130198479,0.5118,0.4858,0.5522,1,1,1
"15",15,99.6928,12.4930253701481,0.815409615476075,0.0249382490724325,0.5172,0.4896,0.5526,1,1,1
"16",16,99.5956,12.5906969187675,0.807069592176768,0.0286685903042555,0.5202,0.4852,0.5532,1,1,1
"17",17,99.6572,12.4798801120448,0.822887005345305,0.0292307373624295,0.5114,0.4894,0.5548,1,1,1
"18",18,99.6604,12.1187193277311,0.813041905188259,0.0297174993671942,0.5196,0.491,0.553,1,1,1
"19",19,99.6228,12.3998801120448,0.795114065502783,0.0301110537863569,0.5206,0.4906,0.5456,1,1,1
"20",20,99.5152,12.374718847539,0.820894284512166,0.0304926491645077,0.522,0.495,0.547,1,1,1
"21",21,99.592,12.3560784313725,0.817609729177948,0.0300141205493928,0.5228,0.5002,0.5444,1,1,1
"22",22,99.498,12.2629011604642,0.827062120105113,0.0323205881508926,0.5164,0.4992,0.538,1,1,1
"23",23,99.6356,12.5430298519408,0.811907734685455,0.0358570356754455,0.511,0.508,0.5418,1,1,1
"24",24,99.6416,11.9611338935574,0.829328400759756,0.0346592702396476,0.509,0.5128,0.5446,1,1,1
"25",25,99.7328,12.8153302921168,0.815660305604372,0.0317669139156173,0.5006,0.51,0.5492,1,1,1
"26",26,99.6204,12.6269546218487,0.817949302329656,0.0318260533438721,0.5076,0.5122,0.5454,1,1,1
"27",27,99.6328,12.8326972388956,0.811798382772618,0.0329690169567406,0.5066,0.5138,0.547,1,1,1
"28",28,99.656,12.4234333733493,0.818202315519858,0.0322167483619964,0.5036,0.5138,0.5432,1,1,1
"29",29,99.6676,12.7302023209284,0.819942237294127,0.0321130716191309,0.4914,0.5294,0.5392,1,1,1
"30",30,99.7148,12.8177880752301,0.801977683798792,0.0356536519225483,0.4878,0.53,0.5454,1,1,1
"31",31,99.666,12.7059263705482,0.827749009435908,0.0329414163302859,0.4834,0.5294,0.5486,1,1,1
