"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.4768,12.1455199679872,0.801888888139158,0,0.5024,0.4986,0.4948,1,1,1
"2",2,99.3564,12.4095428571429,0.83335930438797,0,0.496,0.487,0.504,1,1,1
"3",3,99.4244,12.3636300920368,0.811213786259376,0.00015,0.4852,0.4774,0.505,1,1,1
"4",4,99.4748,12.2422618647459,0.810228021507009,0.0002875,0.484,0.4772,0.5028,1,1,1
"5",5,99.5144,12.4187601440576,0.802449053958098,0.000409375,0.4924,0.4858,0.4934,1,1,1
"6",6,99.5372,11.7317088435374,0.809465503456763,0.00073984375,0.4964,0.489,0.4942,1,1,1
"7",7,99.4944,12.1772395358143,0.782158684277245,0.0008521484375,0.4944,0.4854,0.4984,1,1,1
"8",8,99.3872,12.058899719888,0.815990278262851,0.00103349609375,0.4896,0.4818,0.5036,1,1,1
"9",9,99.43,12.4796918767507,0.810932848084523,0.00122967529296875,0.493,0.4798,0.5132,1,1,1
"10",10,99.4228,13.1749101240496,0.806879619404878,0.00137553405761719,0.4896,0.4806,0.5122,1,1,1
"11",11,99.378,13.0571388555422,0.804558484746607,0.00175669326782227,0.4926,0.4768,0.5128,1,1,1
"12",12,99.3864,12.0971338935574,0.807997486637574,0.00180396633148193,0.4862,0.4772,0.511,1,1,1
"13",13,99.5192,12.281744057623,0.81506185648216,0.00197802700996399,0.4882,0.4718,0.4946,1,1,1
"14",14,99.6168,12.0075607843137,0.807702379223889,0.0021473917722702,0.4788,0.4606,0.4926,1,1,1
"15",15,99.5488,12.1380737895158,0.816145074040437,0.00241429429650307,0.4662,0.4494,0.4996,1,1,1
"16",16,99.53,12.5269107643057,0.806221420072034,0.002759488607198,0.4676,0.4526,0.4984,1,1,1
"17",17,99.5416,12.6733387755102,0.79929591393345,0.00278823126889765,0.4638,0.4434,0.4946,1,1,1
"18",18,99.6,12.6058423369348,0.811589562567456,0.00294036868913099,0.4614,0.4572,0.506,1,1,1
"19",19,99.558,12.6148819527811,0.803493704438345,0.00305568788289092,0.4702,0.4576,0.5046,1,1,1
"20",20,99.4552,12.5161994397759,0.823813546234363,0.0032513215450861,0.4694,0.459,0.5052,1,1,1
"21",21,99.4624,12.2582895558223,0.802242943090317,0.00357290150421395,0.4752,0.4612,0.5086,1,1,1
"22",22,99.5744,12.4918613845538,0.794602722625493,0.00373087984188605,0.4782,0.461,0.5228,1,1,1
"23",23,99.478,12.1263665466186,0.802823726009189,0.00369598946004535,0.4788,0.4644,0.5164,1,1,1
"24",24,99.4984,11.8371322929172,0.822816499307853,0.00407716388112057,0.4864,0.4618,0.5184,1,1,1
"25",25,99.4916,12.3460678671469,0.809903389199036,0.0042230078720824,0.48,0.4568,0.5282,1,1,1
"26",26,99.4364,12.2588585834334,0.828588174744927,0.00453240399088024,0.4858,0.4752,0.5284,1,1,1
"27",27,99.3244,12.8290962785114,0.791999987922612,0.00456872860018271,0.4852,0.4832,0.5328,1,1,1
"28",28,99.3172,12.6304363345338,0.807755489318909,0.00473706873793067,0.4884,0.4868,0.5362,1,1,1
"29",29,99.4484,12.3506777110844,0.829950895181195,0.00496039200854781,0.4844,0.4832,0.5422,1,1,1
"30",30,99.4456,12.0334540216086,0.837802214033056,0.00520142976035984,0.4826,0.4714,0.5308,1,1,1
"31",31,99.4176,12.3681575030012,0.82941155581287,0.00519343650411853,0.4838,0.4758,0.5366,1,1,1
"32",32,99.4652,11.6550509803922,0.818476309481087,0.0055114166144557,0.489,0.47,0.5308,1,1,1
"33",33,99.4364,12.0003551820728,0.809228762456664,0.00588987798839576,0.4804,0.4822,0.525,1,1,1
"34",34,99.4116,12.2742951580632,0.808700638554558,0.00588962929330304,0.4862,0.4848,0.5166,1,1,1
"35",35,99.52,12.2200880352141,0.81889318226472,0.00608379205269845,0.4924,0.4784,0.534,1,1,1
"36",36,99.5088,11.7810349739896,0.808927625025923,0.00644860509590097,0.4928,0.4724,0.5226,1,1,1
"37",37,99.498,12.2637014805922,0.802376690174141,0.00673808361647268,0.4944,0.469,0.5248,1,1,1
"38",38,99.4796,12.1552459383753,0.821422793833318,0.00682466090166535,0.4992,0.4574,0.521,1,1,1
"39",39,99.558,12.1675030012005,0.821904935739259,0.00677377200341523,0.4936,0.4574,0.5236,1,1,1
"40",40,99.6404,12.6201358943577,0.778689705897442,0.00701779884857251,0.4862,0.4522,0.5242,1,1,1
"41",41,99.5936,12.02765010004,0.786319115522318,0.00717130057047537,0.4886,0.4502,0.5228,1,1,1
"42",42,99.6276,12.1401743097239,0.798759123436058,0.00724265338532082,0.4848,0.4556,0.5306,1,1,1
"43",43,99.7312,12.5823795118047,0.813573752713704,0.00755771219112674,0.4852,0.4508,0.5372,1,1,1
"44",44,99.572,12.7018967587035,0.825938093455871,0.00753755978298363,0.485,0.4398,0.5426,1,1,1
"45",45,99.654,12.556106442577,0.804993149595684,0.00794196436161535,0.4948,0.4356,0.5446,1,1,1
"46",46,99.724,12.2303161264506,0.802510492887609,0.00831471881862197,0.4978,0.4312,0.531,1,1,1
"47",47,99.854,12.5441016406563,0.794879064531348,0.00826735147440232,0.5026,0.4384,0.5354,1,1,1
"48",48,99.8048,12.6469557422969,0.822574019777488,0.00849797354481789,0.5052,0.4386,0.5364,1,1,1
"49",49,99.838,12.4919527811124,0.803239476458474,0.00869476852775443,0.4984,0.4374,0.5316,1,1,1
"50",50,99.8404,13.0161342937175,0.770887546479545,0.00880362486311062,0.4972,0.4392,0.5324,1,1,1
"51",51,99.7936,12.6192467386955,0.822290674747431,0.00895163382277562,0.5006,0.4364,0.5324,1,1,1
"52",52,99.8008,12.2460177671068,0.814664060264502,0.00923582884505128,0.4982,0.4374,0.5342,1,1,1
"53",53,99.752,12.4650820328131,0.821824756406371,0.0095880893654763,0.4968,0.4288,0.5432,1,1,1
"54",54,99.7828,11.9331974389756,0.805707043200918,0.00975364551484745,0.5032,0.4282,0.5408,1,1,1
"55",55,99.6968,12.3290013605442,0.793570321367606,0.00971525945547644,0.4952,0.4186,0.5432,1,1,1
"56",56,99.6924,11.9169490196078,0.824083618116306,0.0100138473428243,0.4946,0.4252,0.543,1,1,1
"57",57,99.6972,12.8146380152061,0.803923524281974,0.0102949466479431,0.497,0.4246,0.5466,1,1,1
"58",58,99.6092,12.2757856742697,0.81271442724523,0.0102890772833948,0.497,0.4352,0.5362,1,1,1
"59",59,99.5624,12.0661326930772,0.802068270840953,0.0105907591276607,0.489,0.454,0.538,1,1,1
"60",60,99.494,12.7726730692277,0.794367176072115,0.0104667322776281,0.4824,0.443,0.538,1,1,1
"61",61,99.5308,12.7389469387755,0.791061848863924,0.0109023065933419,0.4814,0.4562,0.5396,1,1,1
"62",62,99.4828,12.2345979991997,0.831495554345445,0.0109969627842174,0.4874,0.4492,0.5374,1,1,1
"63",63,99.4564,12.6931763105242,0.795681859683844,0.0111141872634139,0.4882,0.4468,0.5412,1,1,1
"64",64,99.5168,12.7164043217287,0.800042736088441,0.0115978527074474,0.4878,0.4474,0.5376,1,1,1
"65",65,99.4916,11.645787755102,0.824017639305624,0.0116897871234334,0.4894,0.4478,0.5436,1,1,1
"66",66,99.642,11.9898319327731,0.805612598910842,0.0119083551583141,0.4998,0.4404,0.5444,1,1,1
"67",67,99.5216,12.0527545418167,0.797436490485791,0.0118951271267245,0.4992,0.4468,0.5428,1,1,1
"68",68,99.6208,11.7641130052021,0.809497338478119,0.0120987518000232,0.499,0.4436,0.5478,1,1,1
"69",69,99.546,12.3944417767107,0.79510444179919,0.012242845104277,0.489,0.4408,0.5498,1,1,1
"70",70,99.628,11.5438335334134,0.834823911780488,0.0125167000823353,0.486,0.4322,0.5484,1,1,1
"71",71,99.68,11.7951180472189,0.798107531551092,0.0128596065530361,0.4874,0.4196,0.5494,1,1,1
"72",72,99.702,12.088431372549,0.787391356016868,0.0129299266818103,0.4794,0.4228,0.5456,1,1,1
"73",73,99.7556,12.0094724289716,0.803161607299475,0.0131031339870621,0.4818,0.4204,0.5416,1,1,1
"74",74,99.6332,12.2499577430972,0.804308483719231,0.0133407942238525,0.4756,0.428,0.5504,1,1,1
"75",75,99.6304,12.4467745498199,0.79998967094448,0.0134388407162373,0.468,0.4258,0.55,1,1,1
"76",76,99.5812,12.4227756702681,0.824397779957043,0.0135946297686876,0.4692,0.4384,0.5364,1,1,1
"77",77,99.5268,12.6951598239296,0.809253150154645,0.0139473096912817,0.4762,0.4486,0.5296,1,1,1
"78",78,99.576,12.0402400960384,0.812931373252824,0.0142780062573025,0.4688,0.4514,0.5372,1,1,1
"79",79,99.5948,11.5880481792717,0.807889062775847,0.0141204977521856,0.4548,0.4492,0.5364,1,1,1
"80",80,99.6048,11.9782082432973,0.812632186159163,0.0142299429044833,0.4538,0.4566,0.5356,1,1,1
"81",81,99.6628,11.6585595838335,0.846574709826486,0.014728521664526,0.4524,0.453,0.5394,1,1,1
"82",82,99.6968,12.5090733893557,0.796163901120142,0.0146676097438235,0.4428,0.454,0.5336,1,1,1
"83",83,99.7808,12.6274023209284,0.799029368803753,0.014761896775427,0.4526,0.445,0.5394,1,1,1
"84",84,99.6104,12.1370666666667,0.810674614794725,0.0152230872703193,0.4458,0.4484,0.5388,1,1,1
"85",85,99.6492,12.542356302521,0.796145749380114,0.015312491876118,0.4516,0.4452,0.5412,1,1,1
"86",86,99.6436,12.5343927971188,0.798675609385986,0.0155019246128204,0.4498,0.4508,0.5426,1,1,1
"87",87,99.7744,11.6577677470988,0.815510521323183,0.0155848818061936,0.4532,0.4576,0.5472,1,1,1
"88",88,99.7308,12.3320641856743,0.813757532636531,0.0157624641551071,0.4538,0.4664,0.5456,1,1,1
"89",89,99.8056,12.8281398959584,0.793080597971117,0.0160075295262703,0.4384,0.4612,0.542,1,1,1
"90",90,99.934,12.3401800720288,0.801152859238131,0.0162629949747355,0.4388,0.4588,0.5322,1,1,1
"91",91,99.9016,12.2944352140856,0.788312807829825,0.0164103615482175,0.4324,0.4526,0.5312,1,1,1
"92",92,99.8988,12.3567012404962,0.789521909178251,0.0165898021446268,0.4312,0.4592,0.5306,1,1,1
"93",93,99.7844,11.9314892356943,0.801207545080068,0.0168218468584191,0.4454,0.4664,0.5298,1,1,1
"94",94,99.8444,12.3755388555422,0.820304169454623,0.0167996672577361,0.45,0.4622,0.5332,1,1,1
"95",95,99.7976,12.0678613845538,0.791452801181803,0.0173029646473209,0.4466,0.467,0.5354,1,1,1
"96",96,99.9212,11.5139961584634,0.839490024222447,0.0173384211883443,0.4454,0.4682,0.5142,1,1,1
"97",97,99.7916,12.5227785514206,0.795970359396554,0.0174408732264883,0.4478,0.4666,0.5186,1,1,1
"98",98,99.7848,12.5234983593437,0.810313822411998,0.0177522580016093,0.444,0.4666,0.525,1,1,1
"99",99,99.7848,12.481081392557,0.805877370082491,0.0179011992965013,0.4474,0.4694,0.5224,1,1,1
"100",100,99.768,12.060600240096,0.79924378156993,0.0180443542954691,0.451,0.4788,0.5254,1,1,1
"101",101,99.71,11.9826930772309,0.818758600422445,0.0182020534707471,0.4464,0.4742,0.523,1,1,1
"102",102,99.6836,11.7553931972789,0.778600758785672,0.0181494602724697,0.4388,0.4806,0.5358,1,1,1
"103",103,99.736,11.8398399359744,0.797692613432041,0.0185213411737817,0.4336,0.4752,0.5378,1,1,1
"104",104,99.7568,11.9632390556222,0.81931293431702,0.018768183671898,0.4238,0.4736,0.5496,1,1,1
"105",105,99.664,12.0095078031212,0.805284328543211,0.0188950833032009,0.4296,0.4886,0.5584,1,1,1
"106",106,99.7832,12.2266884353742,0.802734932507998,0.0190381249951705,0.4264,0.483,0.5554,1,1,1
"107",107,99.7656,12.2539582232893,0.805380499897827,0.0190983579296593,0.436,0.4754,0.5614,1,1,1
"108",108,99.7936,12.6032403361345,0.828226114452626,0.0194111467794465,0.4336,0.4754,0.5624,1,1,1
"109",109,99.7976,12.6360886754702,0.807755283228494,0.0196550955738776,0.426,0.4776,0.5608,1,1,1
"110",110,99.7212,12.6861450180072,0.828121325428537,0.0198889033617202,0.4256,0.4732,0.5484,1,1,1
"111",111,99.8152,12.5148549019608,0.78249442269845,0.0199308667462235,0.4292,0.4728,0.5432,1,1,1
"112",112,99.6148,11.5934583433373,0.799391071099954,0.0203207408138796,0.4242,0.4672,0.531,1,1,1
"113",113,99.7092,11.9414119247699,0.787994247652045,0.020566567310366,0.4216,0.4614,0.5358,1,1,1
"114",114,99.6868,11.8366404161665,0.823884912349065,0.0206122035536426,0.4282,0.4636,0.548,1,1,1
"115",115,99.6776,12.7235476590636,0.817381638861284,0.020719710256598,0.4276,0.4642,0.5588,1,1,1
"116",116,99.7312,13.0769773509404,0.812544517386971,0.0210460432482224,0.4234,0.4692,0.5626,1,1,1
"117",117,99.6976,11.8757045218087,0.837443632501106,0.0210983651546335,0.4128,0.4686,0.5502,1,1,1
"118",118,99.7196,12.0265864745898,0.820212877966954,0.0212133480925108,0.4124,0.4868,0.5466,1,1,1
"119",119,99.696,12.6094277711084,0.793061157133899,0.0213057114688677,0.4296,0.4936,0.5466,1,1,1
"120",120,99.7244,12.388600080032,0.804698801499201,0.0215406717004193,0.4352,0.4964,0.5552,1,1,1
"121",121,99.8036,12.3123519807923,0.790253284329037,0.0217218404399572,0.4294,0.5106,0.5504,1,1,1
"122",122,99.8668,12.3980169667867,0.794429748546577,0.0218704337889344,0.4262,0.5172,0.5592,1,1,1
"123",123,99.8208,11.6861618247299,0.80893868638317,0.0222314801921803,0.4358,0.529,0.5518,1,1,1
"124",124,99.8356,11.7196605042017,0.811072828933214,0.0222552573842838,0.4402,0.5264,0.5518,1,1,1
"125",125,99.8184,12.2023023609444,0.802619423142601,0.022428654985212,0.4272,0.5148,0.5554,1,1,1
"126",126,99.8592,12.3395111644658,0.801196288608998,0.0228197706179285,0.438,0.5156,0.5518,1,1,1
"127",127,99.9436,12.2709274109644,0.820189824195805,0.0227967103402186,0.4368,0.5208,0.55,1,1,1
"128",128,99.99,12.078731492597,0.797799630608171,0.0231071744826589,0.431,0.5168,0.5544,1,1,1
"129",129,99.9888,12.704956542617,0.797103986513706,0.0232813695572515,0.4222,0.5144,0.5418,1,1,1
