"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.5828,12.9539257302921,0.789897685336614,0,0.4946,0.4904,0.5008,1,1,1
"2",2,99.652,12.2814085634254,0.814091890715396,2e-04,0.4988,0.496,0.4972,1,1,1
"3",3,99.7208,12.2581506202481,0.828248683947241,0.00035,0.5006,0.4996,0.4968,1,1,1
"4",4,99.6108,11.6487828731493,0.829972656696416,0.00085,0.503,0.4982,0.4942,1,1,1
"5",5,99.572,12.5186234493798,0.797148143270498,0.000940625,0.4836,0.489,0.4916,1,1,1
"6",6,99.5448,12.0440105642257,0.823530868966154,0.00110703125,0.4882,0.488,0.4844,1,1,1
"7",7,99.508,12.8190636254502,0.797868520648144,0.0013587890625,0.4754,0.488,0.473,1,1,1
"8",8,99.6224,12.5560406562625,0.809156417893948,0.001727783203125,0.4812,0.485,0.4784,1,1,1
"9",9,99.3844,12.6681038815526,0.803640110133962,0.0012924560546875,0.4896,0.4982,0.479,1,1,1
"10",10,99.4548,12.6642226490596,0.795872068877484,0.00166784973144531,0.483,0.5012,0.4976,1,1,1
"11",11,99.5032,12.15085010004,0.805117095702211,0.00179411697387695,0.4794,0.4952,0.505,1,1,1
"12",12,99.3708,12.4927044417767,0.797302681186469,0.00236852245330811,0.4836,0.4926,0.5036,1,1,1
"13",13,99.4912,12.0187300520208,0.813215163591,0.00188256974220276,0.4826,0.4952,0.4972,1,1,1
"14",14,99.534,12.2761544617847,0.804610244894487,0.00260760231018066,0.4802,0.5064,0.4992,1,1,1
"15",15,99.4832,13.1549797519008,0.785659399582429,0.00257583436965942,0.4736,0.5124,0.4982,1,1,1
"16",16,99.5604,13.0411683073229,0.805917675130043,0.00280037542879581,0.4716,0.5208,0.4942,1,1,1
"17",17,99.52,12.3785514205682,0.809045063683972,0.00315628943778574,0.475,0.5226,0.4892,1,1,1
"18",18,99.5172,12.7067868747499,0.811229727145527,0.00311027237027884,0.4742,0.5196,0.493,1,1,1
"19",19,99.3872,11.9356504201681,0.817904136220621,0.00367303706982639,0.4786,0.5276,0.4934,1,1,1
"20",20,99.432,12.6280272108844,0.803610482979608,0.00369554756605939,0.4746,0.5196,0.4928,1,1,1
"21",21,99.4052,12.310737254902,0.819316675198353,0.00345967398152206,0.471,0.5256,0.4872,1,1,1
"22",22,99.4304,12.875906202481,0.786411822726333,0.00376534117339161,0.4594,0.525,0.4818,1,1,1
"23",23,99.4248,12.652606002401,0.785753759439492,0.0043216212930869,0.4656,0.5238,0.4776,1,1,1
"24",24,99.41,12.5277110844338,0.799605248069506,0.00414617805408345,0.4804,0.5316,0.48,1,1,1
"25",25,99.4056,12.9486681072429,0.783826070557744,0.00424834947398961,0.475,0.5312,0.4714,1,1,1
"26",26,99.3268,12.2881170068027,0.800574901571917,0.0045903845993162,0.4756,0.524,0.4736,1,1,1
"27",27,99.3648,12.6984003201281,0.803085707209597,0.00467343441650127,0.4758,0.5356,0.4686,1,1,1
"28",28,99.4636,11.937450020008,0.802205826263748,0.00469101243538618,0.4692,0.5354,0.4708,1,1,1
"29",29,99.5132,12.5476448179272,0.818821286428943,0.00525221303378989,0.4748,0.5418,0.476,1,1,1
"30",30,99.4512,12.4357928771509,0.810605527814895,0.0051342324225753,0.4772,0.546,0.4694,1,1,1
