"","gen","FTmean","FTvar","FTh2","IBmean","pA","pB","pC","FisA","FisB","FisC"
"1",1,99.314,11.7977230892357,0.820500615449634,0,0.499,0.4968,0.4948,1,1,1
"2",2,99.4368,11.8003258903561,0.805462199509794,2e-04,0.4942,0.5094,0.488,1,1,1
"3",3,99.434,11.7599479791917,0.816943995377723,0.00015,0.5004,0.5112,0.477,1,1,1
"4",4,99.3944,12.1869234093637,0.8004410529098,0.0005625,0.5172,0.5228,0.4784,1,1,1
"5",5,99.4328,11.9910805922369,0.819271296167903,0.000540625,0.5198,0.5312,0.481,1,1,1
"6",6,99.4432,11.6986532212885,0.839942832230197,0.00095390625,0.5154,0.5286,0.4806,1,1,1
"7",7,99.3808,12.1678585034014,0.783366186654925,0.001078125,0.5184,0.5346,0.4734,1,1,1
"8",8,99.2736,12.2156292917167,0.794062157252635,0.00162578125,0.5098,0.5376,0.475,1,1,1
"9",9,99.356,11.9212324929972,0.822305193889731,0.00133416748046875,0.514,0.5492,0.466,1,1,1
"10",10,99.3568,12.5056960384154,0.798807300755762,0.00182855529785156,0.5094,0.5468,0.476,1,1,1
"11",11,99.3088,12.0542642657063,0.823965937889827,0.00242046432495117,0.5146,0.542,0.4696,1,1,1
"12",12,99.3708,12.1205555822329,0.786194017152293,0.00244515762329102,0.5132,0.546,0.4718,1,1,1
"13",13,99.314,12.4139695878351,0.794797274624136,0.00226325087547302,0.5094,0.5426,0.4728,1,1,1
"14",14,99.338,12.171824729892,0.823194942103842,0.00263761684894562,0.52,0.5472,0.4718,1,1,1
"15",15,99.3172,12.0758144857943,0.818270632209992,0.0030753632068634,0.5212,0.5346,0.475,1,1,1
"16",16,99.34,12.4949979991997,0.792821136909528,0.00267788042649627,0.5168,0.5428,0.4712,1,1,1
"17",17,99.2592,12.0896512204882,0.813987102571669,0.00297927992679179,0.5202,0.5454,0.471,1,1,1
"18",18,99.3312,12.2472054421769,0.796128091731106,0.00364830974582583,0.524,0.5556,0.4692,1,1,1
"19",19,99.3936,12.3548209683874,0.813901412916187,0.00386637328908546,0.5304,0.5524,0.4706,1,1,1
"20",20,99.4188,11.7665131652661,0.809728725890557,0.00346852508756274,0.5242,0.541,0.4784,1,1,1
"21",21,99.3988,11.7140441776711,0.825055803910748,0.00407879221017865,0.5292,0.5354,0.4722,1,1,1
"22",22,99.4852,12.0281922368948,0.807013151482144,0.00392716188378963,0.5182,0.5328,0.47,1,1,1
"23",23,99.36,12.2464985994398,0.776244621618089,0.00455332019461484,0.521,0.5324,0.477,1,1,1
"24",24,99.4204,11.8412003201281,0.814255295355171,0.00453937977596081,0.522,0.5266,0.4658,1,1,1
"25",25,99.3824,11.5247801520608,0.808924657002291,0.0048466700107676,0.5144,0.5256,0.4646,1,1,1
"26",26,99.3904,11.7258781912765,0.832823114282588,0.00465601394214005,0.5218,0.5316,0.468,1,1,1
"27",27,99.3704,11.7891194877951,0.808558631337604,0.00515708383936563,0.518,0.538,0.4732,1,1,1
"28",28,99.2984,11.6556196878752,0.812938868653184,0.00535709244779249,0.5242,0.5342,0.4794,1,1,1
"29",29,99.3176,13.2044120048019,0.795423999089201,0.0053694808699266,0.503,0.5304,0.4848,1,1,1
"30",30,99.3072,12.4241978391357,0.798627408420203,0.00577836194879768,0.5138,0.5344,0.4842,1,1,1
"31",31,99.2948,12.720181032413,0.816238958901013,0.00609194350207166,0.519,0.5258,0.4884,1,1,1
"32",32,99.2896,12.2858461784714,0.802355062985188,0.00638976120636234,0.5174,0.531,0.4954,1,1,1
"33",33,99.2272,12.2276712284914,0.804311205086748,0.0066999407641464,0.5178,0.5116,0.499,1,1,1
"34",34,99.1888,12.6790261704682,0.80353787855146,0.0064096750957872,0.513,0.519,0.5174,1,1,1
"35",35,99.2036,12.0061494997999,0.832694580591013,0.00659361434669394,0.5198,0.5202,0.515,1,1,1
"36",36,99.3224,12.2953763905562,0.800901184299537,0.00676522349779535,0.5236,0.526,0.5056,1,1,1
"37",37,99.3608,12.4163899159664,0.817421462932032,0.00745699670524763,0.5386,0.5186,0.5062,1,1,1
"38",38,99.3216,12.0485928771509,0.844875620642695,0.00716557611772871,0.545,0.5038,0.5012,1,1,1
"39",39,99.1588,12.1664491396559,0.814200141400019,0.00768282701564888,0.5518,0.5084,0.5104,1,1,1
"40",40,99.1352,11.9977200480192,0.832092948272045,0.00781071991163178,0.5518,0.5128,0.512,1,1,1
"41",41,99.13,11.9730892356943,0.796587304796838,0.00785411919645222,0.5438,0.5104,0.5188,1,1,1
"42",42,99.1024,12.4384896358543,0.794753699497914,0.00837058386416806,0.5492,0.5154,0.5164,1,1,1
"43",43,99.0732,12.2143274909964,0.808533608173745,0.00902455057130853,0.546,0.5152,0.5258,1,1,1
"44",44,99.082,12.2249659863946,0.791248551972999,0.00849278898914627,0.5392,0.5144,0.5248,1,1,1
"45",45,99.1876,12.6142519407763,0.795474097979382,0.00876794669217402,0.5456,0.5326,0.5172,1,1,1
"46",46,99.2332,12.6790893957583,0.800593481257675,0.00908561279189526,0.5362,0.5294,0.5114,1,1,1
"47",47,99.0952,12.4263074829932,0.834243208550716,0.00902864406609317,0.5274,0.518,0.5204,1,1,1
"48",48,99.0812,12.030618807523,0.838619496304288,0.009393959666804,0.5132,0.5264,0.5274,1,1,1
"49",49,99.0624,11.859249939976,0.81223572243866,0.00956728162255055,0.5006,0.5148,0.5224,1,1,1
"50",50,99.056,11.8696118447379,0.839588216097547,0.00953219018107605,0.5104,0.5142,0.5124,1,1,1
"51",51,99.0968,11.9698176870748,0.83358286941695,0.00998131843589418,0.5058,0.5328,0.5038,1,1,1
"52",52,98.9888,12.4736640256102,0.82017501626091,0.0102529655022873,0.5004,0.5382,0.5026,1,1,1
"53",53,99.0436,12.4170658663465,0.793347146865821,0.0103967317534067,0.5014,0.536,0.5132,1,1,1
"54",54,99.0164,12.5027321328531,0.813939538900495,0.0106331024989916,0.5178,0.5496,0.515,1,1,1
